task_id,text_input
130,"Hey agent, I need your help in determining which type of gaming platform is the most profitable. I have some data on sales figures, game prices, and development costs for different platforms, but I'm not sure how to use it to make a decision. Can you write a python function that takes in this data and returns the most profitable platform?The signature of the function is: def most_profitable_platform(platform_sales, game_prices, development_costs)"
131,"I want you to write a Python function to estimate the cost of a hoax based on its complexity and the number of people involved. Can you come up with something like that?The signature of the function is: def calculate_hoax_cost(complexity_level, num_people_involved, base_cost=0.01)"
132,"I want you to write a python function that helps me organize different features of an ideal operating system into categories. I am not sure how many categories we will need, but we can decide that together.The signature of the function is: def categorize_os_features(features)"
133,"I want you to write a Python function that can determine the morality score of a given action. The action can be described as a string and has multiple characteristics. The morality score should be calculated based on some moral principles and their corresponding weights. I'm not sure how to define the moral principles and their weights, can you help me with that?The signature of the function is: def calculate_morality_score(action, moral_principles)"
134,"I want the agent to write a Python function that determines the behavior of the auto-import mechanism in the GNU linker, given the location of the reference to a data item, whether the data item is constant, whether the __declspec(dllimport) directive is used, and whether auto-import is enabled. The function should take four arguments: reference_location, is_const, is_declspec_used, and enable_auto_import, and return a string describing the behavior of auto-import.The signature of the function is: def get_auto_import_behavior(reference_location, is_const, is_declspec_used, enable_auto_import)"
135,"Can you write a Python function that converts between different units of measurement? I'm not sure what units I'll need to convert, but I know I'll need to convert physical length units. Can you make it flexible so I can use it for various types of measurements?The signature of the function is: def convert_units(value, from_unit, to_unit)"
136,"I want you to write a python function that can help me determine how long it takes to read a list of articles. The function should take into account the length of each article in words and maybe some other factors. Can you please help me?The signature of the function is: def calculate_reading_time(article_lengths, reading_speed=200)"
137,"I want the agent to write a python function that determines whether a NetBSD system with an LBA48-aware BIOS will be able to boot reliably from a partition larger than 137G. Please create a function that takes into account the total disk size, the size of the partition, and the location of the boot sector. Will you do that?The signature of the function is: def will_boot_reliably(disk_size, partition_size, boot_sector_location)"
138,"I want to know the authentication method used by NetBSD based on its version. Can you write a Python function to determine this? I think it changes after a certain version, but I'm not sure.The signature of the function is: def get_authentication_method(netbsd_version)"
139,"I'm having trouble compiling a program that requires pthread, but I have multiple versions of pthread libraries installed on my system. I need a python function that can take my system's pthread version and the installed pthread versions as input and return the most suitable version for my system. Can you please write a python function to handle this?The signature of the function is: def resolve_pthread_version(system_pthread_version, installed_pthread_versions)"
14,"I need a Python function to calculate the total cost of the recyclables collected by our, ahem, 'business associates' in New Jersey. They collect different types of recyclables and I need to know the total cost based on the weights and prices per ton. Can you write a function for me?The signature of the function is: def calculate_total_recycling_cost(recyclable_types, weights, prices_per_ton)"
140,"I'd like you to write a Python function that calculates the expected value of the highest integer when I pick a certain number of integers without replacement from a set of integers {1, ..., n}. Can you help me with this?The signature of the function is: def expected_highest_integer(n, k)"
141,"Hi, I need a Python function to calculate the central difference discrete of a given function f(t,x) at a point (t_n,x_i). Can you help me write this function? It should take into account the time step delta_t and the x values as input.The signature of the function is: def calculate_central_difference(f, t_n, x_i, x_values, delta_t)"
142,"Design a python function to determine whether the partial sum of a geometric series is big-O of n. The function should take two arguments: the upper limit of the sum (n) and the common ratio (x). Write a function to check whether the sum from 0 to n of x^i is O(n) and return True if it is, False otherwise. I'd like the agent to figure out the exact constraints and bounds of x and n to provide the correct solution.The signature of the function is: def check_big_o(n, x)"
143,"I want you to write a python function to calculate the distance between two objects. If one object moves 6 units and the other object moves 8 units, the function should be able to calculate the distance between them. But I'm not sure what kind of triangle we're dealing with, so you need to ask me some questions to figure it out.The signature of the function is: def calculate_distance(a, b)"
144,"I want you to write a Python function that takes two parameters, start_year and end_year, and returns a list of Georgian kings who were reigning in that period. The function should use the data from the provided text as a reference. Make sure to include all kings mentioned in the text.The signature of the function is: def get_georgian_kings(start_year, end_year)"
145,"I need a python function that determines if Alexander McGillivray had a significant influence on the Creek nation's relationship with the British, given a list of Creek chiefs, the year of the American Revolution, the year of the British military defeat, and the year the treaty was signed. Can you write a python function for me?The signature of the function is: def british_influence(creek_chiefs, revolution_year, british_defeat_year, treaty_year)"
146,"I want you to write a python function that predicts how popular a question will be on Stack Overflow based on its title, tags, and content. Can you create a function that takes these parameters and returns a score indicating how likely the question is to receive answers?The signature of the function is: def score_question_popularity(title, tags, content)"
147,"I want to write a small program that can suggest to users an operating system and desktop environment setup based on their preferences. The program may consider the user's operating system family preference, their preferred desktop shell, and their mobile device's operating system. Can you write a Python function to determine these recommendations?The signature of the function is: def recommend_setup(preferred_os_family, preferred_shell, preferred_mobile_os)"
148,"I want a python function that takes in two parameters representing the years a music conductor starts and ends their term. I need the function to calculate the number of years they were with the orchestra. Can you help me write this function?The signature of the function is: def calculate_tenure(start_year, end_year)"
149,"I want to retire in a place where I can stay active, have a sense of community, but also be mindful of my finances. Can you write a python function that takes into account my personal preferences for outdoors, community services, and cost of living to calculate a 'retirement happiness score'? The function should be flexible to accommodate different weights for each aspect.The signature of the function is: def calculate_retirement_happiness(score_outdoors, score_community, score_finances, weights={'outdoors'"
15,"I'm trying to determine the total amount of tips I should give to my service providers during the holiday season. I have a list of service providers and their respective tip amounts, as well as the number of individuals I need to tip in each category. Can you write a python function to help me calculate the total tip amount?The signature of the function is: def calculate_total_tips(tip_amounts, individuals_tipped)"
150,"I am trying to analyze my investment portfolio. Can you write a Python function that calculates the return on investment (ROI) given the initial investment amount, annual returns as a decimal, and the number of years the investment was held?The signature of the function is: def calculate_roi(investment_amount, annual_returns, years) I don't know if the ROI calculation should include compounding or just simple interest. I also don't know if the result should be returned as a decimal or percentage, or if any rounding is needed."
151,"I want a python function that determines whether a musical scale follows the rules of counterpoint in the Phrygian mode. Specifically, I want to know if the function should check for any intervals at the end of the scale.The signature of the function is: def check_phyrgian_mode(scale)"
152,"I need a python function that takes in several parameters to dynamically generate an HTML template for a userbox similar to the one used on wikia, the userbox has two parts - the id section and the info section, each part should have its own background color, font color, font size and so on, can you write a python function to achieve this?The signature of the function is: def generate_userbox(id_text, id_color, id_font_color, id_font_size, info_text, info_color, info_font_color, info_font_size, border_color, border_width)"
153,"Can you create a python function to calculate the key performance indicators for our pig farming system? We need to track the number of pigs weaned per mated female per year, farrowing rate, and piglet survival rate. We have data on the number of pigs weaned, mated females, farrowing rate, pigs born alive, stillborns, and mummified pigs.The signature of the function is: def calculate_kpis(pigs_weaned, mated_females, farrowing_rate, pigs_born_alive, stillborns, mummified_pigs)"
154,"I want you to write a Python function that can be used to categorize countries based on their relationship with the US and the EU. I'm thinking of a function that takes in some data about countries and can group them into different categories. Can you help me with that?The signature of the function is: def categorize_countries(countries, us_allies, eu_members)"
155,"Could you write a Python function to calculate the risk of Alzheimer's disease based on brain insulin levels and other factors? The function should take into account the levels of brain insulin, age, and diabetes status.The signature of the function is: def calculate_alzheimers_risk(brain_insulin_levels, age, diabetes_status)"
156,"Can you write a Python function that will calculate the total number of awards a set of movies received from a recent movie award event? I want to give you the name of the movies and their corresponding total number of nominations, and have you return the sum of all the nominations.The signature of the function is: def calculate_total_nominations(nominee_movies, total_nominations_per_movie)"
157,"I need a python function that calculates something about endangered eggs. I have the total number of days it takes for the eggs to hatch, and I know how many days the eggs have already been incubating. I also know the number of eggs. Can you help me create a python function that will give me the remaining days until the eggs hatch?The signature of the function is: def days_until_hatch(total_incubation_days, current_incubation_days, eggs_count) The output should be the remaining days for all eggs combined. If the eggs have already hatched, the function should indicate that."
158,"I am planning to launch some new product lines in my retail stores and I need a python function that takes as input a list of product lines, a target price range, and a brand appeal and returns the products to be introduced in the stores. The agent should interact with me to clarify what the input data should look like and what products should be filtered based on the target price range and brand appeal.The signature of the function is: def filter_products(product_lines, target_price_range, brand_appeal)"
159,"I want a python function that can predict the outcome of a presidential election. It should take into account the candidate's popularity, integrity, connection to important issues, use of negativity, and the proximity to election day. Can you help me create such a function?The signature of the function is: def predict_election_result(popularity, integrity, issues_connection, negativity, election_day_nearness)"
16,"Could you write a Python function that determines the amount of greenhouse gas emissions a country needs to cut by a certain year? I know the European Union, Canada, and Japan are aiming to halve their emissions by 2050, but I'm not sure how to calculate this. Can you please help me figure this out?The signature of the function is: def calculate_emission_cuts(current_emissions, reduction_percentage, year_target) The function should return the reduction amount. Yes, assume the reduction percentage is positive, and I need precise decimal results."
160,"I want the agent to write a Python function that can help me estimate the total casualties based on the number of days of protests and the average number of deaths and injuries per day. The function should be able to calculate the total casualties for a given period.The signature of the function is: def calculate_casualties(protest_days, protest_deaths, protest_injuries)"
161,"I want you to write a Python function that calculates the cloud formation rate based on the intensity of cosmic rays. I've read about a study where scientists at CERN shot simulated cosmic rays into a cloud chamber to measure their impact on cloud formation. Can you write a function that takes into account the relationship between cosmic rays, solar activity, and cloud cover?The signature of the function is: def calculate_cloud_formation_rate(cosmic_ray_intensity, solar_activity, temperature)"
162,"Can you write a Python function that takes into account the strengths and weaknesses of different football teams when it comes to winning games and calculates the probability of a team winning given the current score and time left in the game?The signature of the function is: def calculate_win_probability(current_score, time_left, home_team_stats, away_team_stats)"
163,"I need a python function that calculates China's rice imports based on its production, consumption, global rice price, and Chinese domestic rice price. I don't know the specifics of how these factors influence rice imports, so can you help me come up with a function that takes these parameters into account and returns the calculated imports?The signature of the function is: def calculate_rice_imports(production, consumption, global_price, chinese_price)"
164,"I need a Python function to analyze the effects of Hif1 on immune responses in different cell types. The function should take into account the type of cell, the level of Hif1 expression, and the level of IL-10 production to determine whether Hif1 has an anti-inflammatory or pro-inflammatory role. Can you write a function that does this?The signature of the function is: def analyze_hif1_effects(cell_type, hif1_expression, il10_production, immune_response)"
165,"Can you write a Python function that simulates the process of creating a color profile for a monitor based on some data? I know it has something to do with calibration, but I'm not really sure how it works.The signature of the function is: def create_color_profile(calibration_data, monitor_name)"
166,"I'm experiencing camera shake in my panoramic HDR photography setup using a mirror ball mounted on a tripod. I'm using mirror lock-up and a 2-second delay, but I'm still getting blurry images. I've checked that the tripod is sturdy and I'm not touching the camera or tripod during exposure. Can you help me identify the cause and propose a solution? Can you write a python function that suggests the optimal approach to eliminate camera shake?The signature of the function is: def minimize_camera_shake(use_mirror_lockup, use_delay, turn_off_is, tripod_type)"
167,"Can you write me a python function to calculate the Lagrangian for a relativistic free point particle? I want to provide the rest energy and the Lorentz factor, but I'm not sure what the exact equation looks like.The signature of the function is: def calculate_lagrangian(rest_energy, gamma)"
168,"Can you write a Python function to help me calculate radiation exposure from gamma-ray sources? I'm not sure what kind of input parameters it needs or what kind of radiation is involved.The signature of the function is: def calculate_radiation_exposure(distance, source_intensity, detector_sensitivity)"
169,"I want you to write a python function that can calculate a baseball player's performance. I'm not sure how to define it but I have a bunch of stats for some players such as number of hits and at-bats. Can you derive a function from this?The signature of the function is: def calculate_batting_average(hits, at_bats)"
17,"I need a Python function that can track the spread of red tides along coastlines and calculate their economic and environmental impact. The function should take into account the location and size of the blooms, as well as the local economy and marine life. Can you help me write such a function?The signature of the function is: def analyze_red_tides(bloom_locations, bloom_sizes, coastal_economies, marine_life)"
170,"I'm trying to create a program that calculates interest on loans and investments. Can you write a Python function that takes the principal balance, an interest rate, and a time period as inputs and returns the interest accrued? I'm not sure how to handle different compounding frequencies or whether the interest rate is monthly or annually.The signature of the function is: def calculate_interest(principal, interest_rate, time, compounding_freq='annual', interest_type='compound')"
171,"Write a Python function that determines the experience level of a web developer like me based on their years of experience. The function should be named categorize_experienced_developers and it should take one argument, the number of years the developer has been working in the field.The signature of the function is: def categorize_experienced_developers(years_of_experience)"
172,"Hey agent, I need you to write a python function that can classify if someone did something stupid. Essentially, if I pass a string that contains a description of a certain action, I want you to tell me if this is something that a person with 'limited intelligence' would do, or not. Let's just call it 'limiter'. Can you write a function and tell me what parameters it would take?The signature of the function is: def classify_limiter(action_description)"
173,"Hey, I need a Python function to determine if someone is acting like a 'srranger' or not based on their interactions with friends. Can you write a function that takes in a list of interactions and outputs True if the person is a 'srranger' and False otherwise? The function should also consider some threshold value that determines when someone is considered a 'srranger'.The signature of the function is: def is_srranger(friend_interactions, threshold=0.5)"
174,"Write a python function to calculate the economic specialization of different regions of the US in the 19th century based on their export, grain production, and manufacturing. The function should take these values as input and return a dictionary showing the specialization of each region.The signature of the function is: def calculate_economic_specialization(south_export, west_grains, east_manufacturing)"
175,"I need you to write a Python function that calculates the maximum growth rate of a plant. I have some ideas about how it should work, but I'll need your help to get the details right. Can you work with me to figure out what inputs the function should take and how it should calculate the maximum growth rate?The signature of the function is: def calculate_max_growth_rate(primary_growth_rate, secondary_growth_rate, years_grown)"
176,"Can you write a Python function to determine if someone is a model, whatever that means? I want to give you some characteristics about a person and you can decide whether they are a model or not.The signature of the function is: def is_model(person)"
177,"I want to start a lunchtime RPG game with my coworkers, but I'm not sure which system would be best for us. Can you write a python function that takes our preferences and recommends an ideal RPG system for us to play?The signature of the function is: def get_ideal_rpg_system(preferred_game_length, preferred_game_style, preferred_game_complexity)"
178,"I want a Python function that can retrieve bridge tables from devices that respond to SNMP Bridge Table queries. The function should take a host IP address and community string as input and return a dictionary with MAC addresses as keys and ports as values. The function should handle errors and return an error message if any.The signature of the function is: def get_bridge_tables(host, community)"
179,"Hey, I need a function to calculate the total costs of operating a business. I want it to take into account the revenue, expenses, and number of staff. Can you write a Python function to do this?The signature of the function is: def calculate_total_costs(revenue, expenses, staff_count, years_in_operation)"
18,"Can you write a Python function that determines which athletes should be tested for H.I.V. based on the number of appearances and the calendar year? The function should consider the Nevada state rule that a boxer must provide a certified result of an H.I.V. test either before his second appearance in each calendar year, or before his second appearance over all.The signature of the function is: def should_test_for_hiv(athlete_appearances, calendar_year, previous_test_results)"
180,"I want the agent to write a python function that determines if a login process to an IMAP server is secure, taking into account the port used and whether mandatory SSL is enabled. I am worried about the security of my email credentials when using certain devices and I would like to verify if my email setups are secure.The signature of the function is: def is_imap_secure(imap_server, username, password, port=993, ssl=True) The function should just check the port and SSL parameters. I don't have specific servers or devices in mind, but I want to ensure the setup is secure."
181,"I need a Python function to analyze the effectiveness of a new treatment for ALS. I want the function to take some data and return the percentage of motor neurons that were preserved. I don't remember the exact details, but I think it has something to do with the number of cells treated and some kind of threshold efficiency. The agent needs to figure out what I mean.The signature of the function is: def calculate_motor_neuron_preservation(transplanted_cells, total_motor_neurons, efficiency_threshold=0.5)"
182,"I want a python function that can classify my XBMC PVR channels based on CCI settings. The function should classify each channel as either 'allowed' or 'not_allowed'. The classification is based on the 'Copy Freely' flag and the CCI settings for each channel.The signature of the function is: def classify_channels(channel_data, cci_settings)"
183,"I'm trying to analyze the results of a recent poll and I need a python function to calculate the percentage of people who care about a certain issue. Can you help me write this function?The signature of the function is: def calculate_care_percentage(total_votes, who_cares_votes)"
184,"I want you to write a python function to calculate the interest on my mortgage based on user inputs, but I'm not sure what parameters you'll need. Can you ask me some questions to clarify?The signature of the function is: def calculate_mortgage_interest(principal, interest_rate, loan_term)"
185,"I want the LLM agent to help me write a Python function that calculates the time dilation effect according to Einstein's theory of relativity. Think of a car moving at high speed and explain to me how to calculate the time that passes for the observer inside the car relative to the observer outside the car.The signature of the function is: def calculate_time_dilation(rest_time, relative_velocity, speed_of_light)"
186,"I'm planning to set up a system and I want a python function that can help manage user access levels. I remember using some GUI tools on a system running Fedora, it had lots of redhat-config-* scripts. I'm wondering if we can take a cue from that and write a function to check if a user has admin privileges. Can you write a python function for me?The signature of the function is: def is_administrator(username, admins, user_groups)"
187,"Can you help me write a python function that analyzes pilot communications with air traffic controllers? It should take in a list of messages and a keyword as input, and output a dictionary where the keys are the messages and the values are either 'Suspected Communication' or 'Normal Communication' based on whether the keyword is present in the message.The signature of the function is: def analyze_pilot_communications(messages, keyword)"
188,"Write a Python function that takes in EQ settings (frequency, gain, Q factor, and band type) and adjusts them to make the sound more 'musical.' The function should be able to handle different types of bands (low end, high end, mid range) and adjust the settings accordingly to achieve a 'musical' sound.The signature of the function is: def adjust_eq_to_sound_musical(frequency, gain, q_factor, band_type) I don't know the specific adjustments for making the sound more ""musical."" I also don't know how to handle invalid inputs."
189,"Hey, I need a Python function that calculates a team's performance based on its games. It should take into account wins, losses, and... you know, other stuff. Can you write me a function that does that?The signature of the function is: def calculate_team_performance(wins, losses, draws)"
19,"I need a python function that takes a list of events related to the Plastic People of the Universe and calculates the number of imprisonments and the total prison time served by the band members and their associates. The events are in a list of dictionaries, where each dictionary contains information about the event, including a description and possibly a prison time.The signature of the function is: def count_imprisonments(events)"
190,"Write a python function to calculate the scores of riders in a motorcycle hill climbing competition. The scores are determined by the time taken to climb the hill and the distance covered. Consider the names of riders, their times, and distances covered.The signature of the function is: def calculate_total_score(competitor_names, competitor_times, competitor_distances)"
191,"I want a python function to convert a given time in milliseconds to a human-readable format. I want it to display the time in days, hours, minutes, and seconds. Can you write a function that does that?The signature of the function is: def convert_milliseconds(milliseconds) I don't know. I just want the function to return a string in a human-readable format."
192,"Can you write a Python function for me that generates SQL SELECT statements for a given table name? The catch is that the table name should be double-quoted if it's a reserved keyword or contains spaces.The signature of the function is: def generate_sql_select(table_name, columns=['*'])"
193,i need a python function to determine if a number is even or not. can the agent write a function that takes an integer as input and returns True if the number is even and False otherwise?The signature of the function is: def is_even(n)
194,"Hey AI, I need a Python function that can read the CSS of a website and return the number of times each border style is used. For example, if the CSS uses dotted borders 5 times, the function should return 5 for dotted. The function should take two parameters: the website's CSS as a string and the website's HTML as a string. Can you write that function for me?The signature of the function is: def count_css_borders(css, html)"
195,"can you write me a python function that can customize the availability of items on a toolbar, with a HUGE list of toolbar items separated into categories, and give it to me in 5 minutesThe signature of the function is: def customize_toolbar(toolbar_config, plugin_keys, target_plugin)"
196,"I want you to write a Python function that maps two constants to specific dates. The constants are for 'back' and 'forward' actions, and I have specific dates I want to associate with these actions. Can you help me come up with a function?The signature of the function is: def create_calendar_dates(back_constant, forward_constant, back_date, forward_date)"
197,I'm trying to figure out which .NET framework versions to use for some older projects. I have some specific date ranges when these projects were developed. Can you write a function to determine which version to use based on these dates?The signature of the function is: def get_suitable_net_framework(date_range)
198,"I want you to write a python function that calculates the overlapping area between two rectangles. I have two rectangles with their x and y coordinates, widths, and heights. The rectangles can be positioned anywhere on the plane. I want the function to return the area of the overlapping region.The signature of the function is: def calculate_overlap(rectangle1, rectangle2)"
199,"I want the agent to write a python function that takes in a log message and removes certain redundant information, like in the Xcodebuild setenv messages. The function should return the filtered log message. But I'm not sure how to specify what makes a message redundant, can we discuss?The signature of the function is: def filter_log_messages(log_message, keywords_to_filter)"
