task_id,text_input
11abb668c751dd56bb41f296a8bb3a13,Find a store near zip 30010 that provides authorized Apple services for imacs and make this one my store.
1223b07536a87e0170ff87cbbebd1d3c,"Complete a multiplication quiz on https://www.coolmath4kids.com/, covering multiplication facts for 11-12. The quiz should consist of 10 questions, with unlimited time allowed for each. The goal is to achieve a perfect score of 10 out of 10."
123e8c2fc453f55fadd1d0b9aaf94df4,Browse used Audi cars made before 2015 and sort by lowest price on KBB.
157f4a79d55e8fa3fd55ba772ba40fbc,Find the most popular blue Lilo & Stitch toys.
15be05973fba714e490cd9c884e4f072,Find the procedure to get the license for Athletic Trainer.
16200f51d63f0a47a58fa17acd49e368,Find a recipe that includes eggplant and mushrooms.
180ed2ec377ef3a4af9035a21522091a,Find the way to give a gift to UM-Dearborn.
199be0b54a436daee74247971fc684ee,"Add a Macy's Happy Birthday E-Gift Card worth $50 from Shak to my cart, with the birthday wish message ""Happy birthday, wish you many more years to come"", addressed to christene (christenson@gmail.com)."
199be0b54a436daee74247971fc684ee_110325,"My name is Mike. I want to send my friend Christene (christenson@gmail.com) a Dillard's “Merry Christmas” eGift Card worth $100 for next Christmas, with the message “Merry Christmas, wish you many more years to come.” Add it to my cart."
1ab384fb3a791edfb410213cc6b82151,Show me the result of a proton emission decay for a Beryllium nucleus with 6 protons and 4 neutrons in the simulation.
1ab384fb3a791edfb410213cc6b82151_110325,Show me the result of a proton emission decay for a Beryllium nucleus with 4 protons and 2 neutrons in the simulation.
1aeca99e6a60b0e3aefb3ef212bdce79,"Find full-time legal occupation jobs in San Diego County with a minimum salary of $4,000+ per month."
1b867afecf072cb877ebfa4069263746,Display the figure comparing unemployment trends among women in Illinois and Michigan.
1bc154377120ec15b18dbabdba49c741,Book 4 tickets in the upper for any Kevin Hart show in New York in the next three months and view ticket prices with estimated fees.
1c3b747ae12ccee895745f82e3f2ef8a,Identify the ongoing competition that offers the highest prize and find the code that received the most votes in that competition.
1df24ec81137386d6476bcf343a79012,Search for NordicTrack with the lowest price.
1fc28d91d25ccd1c6ba268101326a654,Find the 5-day price chart for Bitcoin.
207e933d1bba815bcb58664b5d82c085,"Find Ohio City apartments with parking, a fitness center, and an elevator."
20a460a8fe1971b84411c5b1e6ac4186,Show theatre events for Las Vegas and select one.
2207bb4f21786690cfed20b37253fb8b,"Check the current wind speed in Calgary, Alberta."
2218042362d8fae73756eb309848c2b2,"Compare Audi A7 with Audi A6, both made in 2023, and hide similarities."
23204728192da9f73197a613d9681c18,What are the Symptoms and causes of fever?
239a29bde438fe44fe17fe1390ef1634,Find me a gluten-free diet to lose weight for a pregnant woman.
246d654fab7c31d9651007e39e75f74f,Open the most helpful 5-star reviews of Alpine Ridge.
2532fd402d3c741b79894e6ff2269f53,find electricians near 10203.
255bf27c43fd3f9254d6b81a5f36d3a9,Look for the largest hunting land for auction in Kansas high plain region with mineral rights posted in the last seven days.
26784156ae9859a0dd6c5920eb106f91,calculate and search rent for a $6000 monthly income with 30% rent budget near 90012 area.
26810ed9c123a62992e3eed31db3c5ee,Show daily weather for New York City.
26a0e5c21c145dd8448aa92f35bec5ea,"Browse optometrists who offer telehealth services in Columbus, OH."
271b36efd4346721b5542488ff997042,Browse 8K Samsung TVs that are open box.
27fa3ac20745d3d35e89fae157f63069,Browse the class schedule of graduate-level chemistry courses on Monday afternoons in the winter of 2023.
28e7574e7bd6d14f36d2988a5ef2bd23,"Get a part-time job within 5 miles of Moscow, Idaho in the accommodation and food services industry, as a chef, and show jobs for corporate only."
29526b17a32485742b5ab63507e99417,Browse Humira dosage information.
29b7372d5a3884a2ba831af2d117af3c,Browse the first top news of Microsoft stock on Google Finance.
2c20d87a046fadcb6ff07ee877bfbf37,Open the form 8843 for tax year 2022.
2c8ef01a92c71ba9ef2e59bb17eea2b3,"If there are any discounts on the Apple Mac Studio, add the one with the largest absolute discount to my cart; otherwise, add the cheapest one."
2c8ef01a92c71ba9ef2e59bb17eea2b3_110325,"If there are any used Apple Mac Studio that has M4 Max 16-core processor, add the one with the largest absolute discount to my cart; otherwise, add the cheapest one."
2d5a7f95f951a26838289dfd629ae850,Find a list of houses for sale in zip code 85747 with a private pool.
2d5a7f95f951a26838289dfd629ae850_110325,Find a list of houses for sale in zip code 85747 with a pool and a private outdoor space.
2dd41b1d0e8f389d0683f4a4627abfe6,"Show houses for sale in Maryland with a maximum price of $60,000."
2e4e21cf1449c6894b17d571c47b77ea,Find an English bulldog near zip code 90028 that was cared for by a private owner.
2fc51dd3febd447f0fdcdabca8d944ce,Locate a self-storage unit near zip code 60538 that can fit about a dorm room full of items and is climate-controlled.
2fc51dd3febd447f0fdcdabca8d944ce_110325,Locate a self-storage unit near zip code 60538 that can fit the contens of two small bedrooms and is climate-controlled.
301f267f421b93045874726183e8f722,Find healthy savory vegan snack recipes which can be cooked within 5 minutes and contain a high level of protein.
3084bc225219fcb73dc1cb0f97276c1c,"Get quotes for a package weighing 10 lbs with dimensions of 2 inches in length, width, and height, being shipped from Long Beach, 90802 to Portland, 97201."
323bd85e3559655d89e5496b951a25e8,Tell me information about what identification I need to bring on my trip on Amtrak.
330cd04c773ac498f51afa4665461ec8,"Browse couches for sale, sort by cheapest, and search in titles only."
33bd2cdcea4fcc42a09a8a1e4e5841c6,"Add a 5-piece Tenders Combo to my bag with Sweet Corn as the side, Sweet Tea as the drink, and both Honey BBQ and Honey Mustard sauces. Select the store closest to Zip code 10001 for pick-up tomorrow at 12:00 PM."
33bd2cdcea4fcc42a09a8a1e4e5841c6_110325,"Add a Box Combo to my bag with Diet Coke as the drink, and a Kids Combo with milk as the drink. Select the store closest to ZIP 10001 for pickup tomorrow at 12:00 PM."
3443e9c3151fef19a3c3a45eb2c13640,Search for the ovulation calculator and enter Mar 1 as the first date of the period and calculate the date of ovulation and pregnancy test day.
34992feb69eb8e788faa06868b365c49,Submit a request for vehicle registration renewal with title number X123456 and last 4 digits of VIN is 1234.
34ccd15a8ea8fd3895af83f5ccf62369,Find out what to do when I lose an item on a bus on us.megabus.
354b4ddf048815f8fd4163d0d7e1aaa3,Browse marketing jobs and filter by Bachelor's Degree education level.
3621b099326c7aebd2e2dac6be3b52d1,Open the profile page of the leader of the Nvidia Learning and Perception Lab.
367d843c640637745e8fafa741cca13b,"Find a condo for rent in Houston, TX, with a monthly rent of no more than 30% of an income of $8000. The condo should have a minimum area of 600 square feet, and the move-in date is the 1st of next month."
38203be65401943aea2179c4c680059a,Check the status of bus S92 for any disruptions on new.mta.info.
39c388cdc468688c8139cc2bb5157c13,"Calculate the estimated car loan payment amount for an average credit-rated person for a 15,000-dollar car with a down payment of 2000 dollars and loan tenure of 48 months in zip 65215 and shop for the lowest-priced car."
3adeea7627f4343069f38adae40f73d0,"Within 25 Miles of 96817, find a nursing home that accepts medicare."
3adeea7627f4343069f38adae40f73d0_110325,"Within 25 Miles of 96817, find a nursing home that accepts medicare."
3ae28b3c440efe87dc700480b78ac608,Find the closest 5-star rated dentist to zip code 98011.
3c1ffc3f494e423b3c434c79e35da8f3,Find 12 Monkeys community and view the latest posts mentioning James Cole.
3c1ffc3f494e423b3c434c79e35da8f3_110325,Find photos related to Trinity in The Matrix Wiki community.
3dca7cbe7d086619d837ff9f5312cebc,"Can you show me products under the category path 'Automotive' -> 'Car Jack', with an additional filter for the color pink?"
3dca7cbe7d086619d837ff9f5312cebc_110325,"Can you show me products under the category path 'zara home' -> 'rug', with an additional filter for the color beige?"
3ec0f6138d37fadcb989347a6088ec45,Open the page to learn more about how to get accredited.
3ef64f34eae59c9fac7ee9a4f18b4a0c,"Find and open an animal learning course on YouTube Kids for my 6-year-old without login in. As a parent born in 1992, I would prefer not to enable search."
3f312ae3efc3c3e90ababe050dd4e7ae,Find the current NFL standings for the AFC East division on NFL.com and go to the page on which team is in first place.
4091bdd3fa64a5b0d912bc08eaf9c824,Find the list of neighborhood maps for Brooklyn on new.mta.info.
415bf9da6f3db3a735ecbba3b0c76c15,Find the nearest vet within 50 miles of zip 75228.
43a1ca251f11c6b0bdd0379766cc49e6,Find a neurosurgeon who is over 50 years old and has an appointment available tomorrow.
442a450e696a96085257db6297891a4d,"Using a calculator to determine how much I can have in my 401(k) account at retirement, if I work from age 22 to 65, with an annual rate of return of 3%, annual employee contributions of $8,000, and annual employer contributions of $8,000."
4464a8421f8bc8786524a499258dfad3,Check the specifications of the best-selling HP FHD laptop with 16 GB RAM and core i7 running on Windows 11.
461ab9b0c7b20ac5f912704480979c65,Find the NYSE Rule 605 Market Center Files data for July 2024.
4639a54f3ab549864fd8d60b7398b1e1,Find a white female kitten within 35 miles of zip 77494.
47186fac8e7c7277af01144644eb4e0b,"What is the ownership cost of the first car in the list ""top buys 2025""?"
47b93b9e649eadeb8d96a6e3df715c2d,Show me Diagnoses & Treatment for Female infertility.
47bfe8a7e0e4e7efc837287b407fbe90,Compare the first and second most popular smartphones manufactured by Xiaomi and show the comparison chart.
47e314cc452c540524ffb7cf520285a3,Find the park that offers the cheapest paddling permits.
48c73f3f53e2611c4a1052457c1033db,Get the report from the final environmental impact statement for the Jamaica Bus Depot expansion on new.mta.info.
4c186c6ed888d0c8d4cf4adb39443080,Find a medium Devin Booker jersey and add it to the shopping cart.
4c572a627b53b0f9a734ab37f21819b8,Browse apartments with at least 2 bedrooms and 2 bathrooms and a max price of $4000 per month.
4d3157aab34b54e5f0c4b965dfe930f3,Show me community posts about pregnancy fever from the past 30 days.
4e0f5561a76478da87995dee00b09572,Show me the monthly weather forecast for Florida City.
4e3f6a538cc1f7321cfc50260db9545d,Look up the current temperature for zip code 10019.
4e801ba102dfaf22c7cf7a126b107609,Find Linux platform software developers in 10080 who master the Python language and Java language with web interface project type.
4f903626f632586fe4728d6664947bab,Find press releases by the antitrust division in 2022.
502e864440283214e0180645015f568b,"Check permit availability for a group of 4 in Brooks Camp, Katmai National Park on May 22."
502e864440283214e0180645015f568b_110325,"Check permit availability for a group of 4 in Brooks Camp, Katmai National Park for next Saturday."
50d91eabde542906937ab4c5b6f8f23a,Calculate Pregnancy Weight Gain for a 5-week pregnancy with a 169lb weight before pregnancy and a 175lb after pregnancy with a 5.6ft height.
512fd4deab099b8dc0dcfc0ec48a3c63,Identify the open issue with the most comments in the first trending open-source repository this week.
515f2e5811cfdd5e0e669e40f17886d8,Search for a new internal M2 Samsung SSD drive between $25 and $200.
52efbab520734ef9bf7c09ba0f62cdc8,Find the app for iOS.
547f5729c59d5d12a457a3ebb74c31c6,Search for 3 bedroom condos with 2 bathrooms within $1500- $2500 range in NYC.
561693d6eec7bbfba3fefe9e4b26decb,Browse Marriott Bonvoy credit cards on Marriott.
56f8890a837c49f7df766b9c981646f3,"Show crazy credits for the movie "" Prometheus"" on IMDb."
5916018d1cad999881018cac1216a692,Find a personal trainer service at 10040 for a 25-year-old client aiming to build muscle.
59912927c1fddee6ded8a49986896bc2,"Look for the most useful reviews of the highest-rated anti-reflective TVs with screen sizes from 55"" to 64"" and prices ranging from $300 to $1500."
59b7b990b4828bc305ab0d7ed6071b55,"Get owner-financing homesite land for sale in New Mexico, Luna County,  listed in the last 30 days, and contact the cheapest per acre land seller."
5c00e9561eae94789443f405525a5869,Find the recommended dosage for Vivitrol.
5d542a7ec1fa142ba73cc87d970caf39,Find the most cited publication at the 2022 CVPR main conference.
5dec0e6620849459f29e6465982c597e,Search for 33 to 49inch Qled gaming monitor with a 240hz refresh rate that is within $1000 to $2000.
5e1b8254c123c80178cc28e0afdb14f0,Find a help page about buying tickets on seatgeek.
5e1b8254c123c80178cc28e0afdb14f0_110325,Find a help page about “how presale works” on ticketmaster.
5e4e89c9b6fdaee7a41aca5601b82e04,Identify a pill with a pink color and oval shape with 894 5 number on it.
608c595eec271fa5dc03506923519994,Calculate a FedEx Ground shipping rate for a 3-pound package from zip code 10019 to zip code 90028.
60cbbbd58eb9d28b053aef945f464228,Look up if the phone number 555555555 is a scam.
6174e5ddd40cfbdc33ee1502f40bac39,Find a day-use park that offers horseback riding near Nashville.
627f7a18d85f29a687234f1ade4585c2,Find the current league leader in total blocked shots.
62c8d970b3d13891f355911e5a8f4030,"Find the top game listed in the Steam Deck's top-played list over the past year. Then, browse reviews for that game from players who have played over 100 hours and primarily use a Steam Deck."
62f1626ce249c31098854f8b38bdd6cf,Find Playstation 5 digital edition on gamestop.
62f1626ce249c31098854f8b38bdd6cf_110325,Show me the most helpful reviews of the PlayStation 5 Digital Edition on Micro Center.
636b07af4dd97c1793733db1fd1b90b8,"Filter handbags to evening bags that are blue, and polyester and cost less than $100."
636b07af4dd97c1793733db1fd1b90b8_110325,"Filter handbags to show evening bags that are gold, made of satin, and priced under $100."
63d6866fc000fcb1f153e07604bd1395,What are the Nearby Attractions from the most popular attraction in Hong Kong?
64345c365f544375357c7b67917f08a0,"Look for the newest refrigerator that is 34-36 inches wide, priced between $1,000 and $2,000, and has a customer review rating of 4 stars or higher."
64345c365f544375357c7b67917f08a0_110325,"Find me the most viewed refridgerator that is 34-36 inches wide, with stainless steel finish, and has a customer review rating of 4 stars or higher"
644a856c3897665e475e0dce50bf217d,Find a pair of wireless headphones on Amazon with active noise canceling for $100 or less and add them to the cart.
64b76158720a69e4a5c31a55d54928bf,Compare two pescatarian diets for eating healthier.
65c4030f22fb6eb101acfee4825f1318,"Find a female MD Cardiologist in Jacksonville, Florida."
662ae0f2d3ac851dbcdd245f908277e3,What is the second stop among the best stops along the road trip from Yellowstone National Park to Las Vegas?
690d7b4a285fdb1e9dabf973bf46ae4d,"Browse iPhone X for sale that is in good condition, has a max price of 400, and searches in titles only."
6b2cfae0ef25c73d1224b6ab74cb8b63,Find Devin Booker's highest-scoring points per game playoff run.
6b5be1764692d1dc8f17dc4375b2daa8,Show me historical data for EUR/USD.
6ca20f1da01edeb49a7a42c816d8c6fe,Find the Eligibility to get the child benefit and How it works and how to claim
6db4a0e346976f2729ba9afcd3208941,Look up tracking information for shipment #3023858502.
6ebde509dca8f15c0fa1bd74f071e8d6,"Search for a job in Miami, Florida, in Human Resources on target."
7072d09436972a5d5fe7476e3e9f1559,Show me the comparison of the first two personal credit cards that do not charge foreign transaction fees.
71f8de1834599fba443f40dbbfab8edd,"Search for papers related to reinforcement learning under the topics of computer science and mathematics on arxiv, with recent submission dates between September 2024 and January 2025."
7211af65d266402f99499053924262e9,View the most recent job posting for a full-time pharmacy position in the US.
733f1d8bf79d5bc2240c5357f928ffff,"Find the cheapest travel deal or discount to Thailand that lasts more than 10 days, departs in next month, and show the total price."
73d08420706ae205a9c5be28b6d4e80f,Show me the rules and cancellation for Alley Spring.
75146b7b67388b9244e0f21a1527c022,Find a male senior boxer near zip code 90028.
753f372c189d3b306623cb0c65b50320,"Compare the U.S. ETP Odd Lot Rate (%) between Quartile 1 and Quartile 4, viewing quartiles by price, and display the chart with a logarithmic scale on the vertical axis."
7562d9b4e4829a44245aafce2e1f62db,Find the nearest location to zip code 54620 that offers size 4 P.O. Boxes.
75a1b5dcd2c28508a971d98d51fe5767,Open the reviews of a recipe with beef sirloin.
7680a920359cb1a508fbddb001b98167,"See the prediction about the girl child's height, whose current height at seven years is 4 feet and whose weight is 55 lbs, her mother is 5 feet 2, and her father is 5 feet 8."
783ce6a3499fa7cf25bc12f8f0ecbbbb,Find Florida internship programs in the Mayo Clinic College of Medicine and Science.
78baf9dbe7c3532f7d7ef4cc22a7f065,Find the most popular digital trends report in the Finance & Insurance industry within the region of China.
78f397336b6fd1cbba0127db7a8cd502,Browse the upcoming SuperBike events taking place in Italy.
79f0bd7df6e685f30f20025cc6755c0a,Find me the cheapest external Hard Drive for an Xbox One on GameStop.
79f0bd7df6e685f30f20025cc6755c0a_110325,"Show me the list of external hard drives for Mac with a capacity greater than 2TB on Micro Center, sorted by price from lowest to highest."
7abdceee212151f187ee1a1744c57606,Can you show me the page with the filing fee for a self-petitioned I-140 application?
7b182a5087347d494b48a29dbc0f1d3e,Find a shelter or rescue group near zip code 90011.
7be8cd8dba885cddd9af5320f49bc41b,Find roofing contractors within 5 miles of zip code 10002.
7c09c2c7c87cf6bb1138701eb54284ea,Find the comments for the most popular news in the past month under the Quantum Physics topic.
7e1047f4803237f319c004f7a7f6bccb,"Discover the trade-in value of my Intel 7th generation i3 Windows 10, HP laptop in fair condition,  which has 8 GB memory and can be powered on, proceed for the in-store trade-in."
7e6993f2c5cd72c44809024f0bc85dc1,"Create a meme with a frog as the background and leave the only text with ""Enjoy your life""."
7fff82864f21ddeccf4104a220892824,"Find the lowest 27""-32"" Samsung or LG computer monitors nearby which have 4k, IPS display."
8103786e0e5976ebf961bd062d5f39cd,Find possible causes for the symptoms of chest pain which is sharp which is accompanied by anxiety.
816851ff92ff0219acf4364dcc2c4692,Search for boys' infant pajamas below $40.
816851ff92ff0219acf4364dcc2c4692_110325,"Show me a list of blue baby boys' pajamas under $40, sorted by rating."
8244409b2c82043f966cad05f9afe132,"Find the best Audiologist within 50 miles of New York, NY, with a rating of 4 and above."
824eb7bb0ef1ce40bfd49c12182d9428,Get the lowest priced women's plus size one piece swimsuit in color black with a customer rating of at least 5 on Kohls.
824eb7bb0ef1ce40bfd49c12182d9428_110325,"Get the women's black one-piece swimsuit, size large, with the highest discount percentage, and add it to my cart."
828c2d98616a9478d5864d847d5a1b28,Browse the list of Civil Division forms.
82eb3bfedd78456a0230b389f4e7a938,Open the XRP yearly chart.
84ef883a37af638c3bcf7561f28ce80a,Find the cheapest used hatchback car listing in Madison which has black interiors with a heated seat option and premium sound system.
84f806c7fc15576673915f195efa72df,Find a nationwide nearest animal shelter for birds around zip 10012.
853afd530c72f4b00ffc32ae854efaf8,Show me the wind flow map for Belo Horizonte.
85b284c18d7e78c9b5a9e074e7aa3b98,View the cheapest apartment available for students at the University of Leeds with bills that include WIFI and cleaning services.
864244b6969e0f8733b0eb1ca06cd51f,Find the race time for who wins the first place in the last race of the 2023 Formula 1 (F1).
8689af4d33ce00bf2cdd8987d3bbfd86,Add the cheapest certified refurbished iPad Air with 256GB of storage in any shade of blue to my bag.
871e7771cecb989972f138ecc373107b,"Find the weather for Vancouver, British Columbia for the next seven days."
87f4c5128e36cdb9366a138a7b61bb00,View the speakers that are bluetooth and wireless and filter the results to only show models that are on sale and cost less than $50.
8ae510355d978424f490798f900bfa2c,"Show me the shared rooms in any university in Melbourne that has a private bathroom wifi, and gas included in the bills."
8ea6c3a2ea3f59150619935261a76d19,Find a staffed FedEx location near zip code 10019 to return a package.
8f2611047de227a2ca8bda13f6e2e5fb,"Find the used 2012-2013 Honda Crosstour with the lowest mileage for under $25,000 near zip code 49102 on CarGurus."
8f2611047de227a2ca8bda13f6e2e5fb_110325,"Find the cheapest used Honda Civic that meets all the following criteria: under $25,000, fewer than 30,000 miles, includes Apple CarPlay, adaptive cruise control, and blind-spot sensors."
8f80e64e44e1fada018997b2fe869683,What are the top posts of all time on Reddit?
8f80e64e44e1fada018997b2fe869683_110325,Find the top posts from last year on 9GAG.
8fdec8eeffd3491e6526cc78c028120b,"See Nissan and Honda cars for sale near Kentwood, MI 49512 on CarMax."
905cb53061c33aa2d77e485fe1fca516,Browse dermatologists within 10 miles of zip code 10019 and filter by only those who accept Blue Medicare Advantage.
92160852a6bbbc165cee4e14ab0b1d59,Find the shipping cost of a Common medium-sized box in flat-rate shipping and compare it with other parcel services.
92a3d4236f167af4afdc08876a902ba6,Find a 2022 Tesla Model 3 on CarMax.
949dc965a6c23a95663b3bc2ca2c3a8a,Find UA or AA flights from London to New York that arrive between 8:00 PM and 11:00 PM on FlightAware.
9586827ad04ee2362f4f0076bf0f0468,Find the side effects of taking Montelukast.
95cad96f2e43f3c0d8efad1331c77c8c,View the list of the Most Popular TV on rotten tomatoes.
96afb3c51146b0c2a9c55f039a5ea6d6,"Find the most frequent word that rhymes with ""thought"" and has three syllables."
9829f3087ab1f9c8eba6b6dd2b831d25,Play the latest video from NBA TV.
987bad7c6d4726d64232a8a1c3386888,Find the seller info and seller's notes about the used car model 2011 BMW 135 with a max price of $30000.
99daaed9a83c266341d28aa40067d376,Find the most popular board game on the 'The Hotness' list that has a rating above 7.5 and is suitable for 2 players.
9af05e392cf3f5a8ff17aa764ba5bda6,"Get a quote from C and above-rated solar energy equipment company within 10 miles of Miami, Florida."
9b5dfe54a1c14c5c6336bae7374c3bb5,"Find a UPS Access Point near SPRING, TX and services provided by them."
9bb63ad0e38d5691a618932a8b31c05a,Look for reviews of a Nest Hello Video Doorbell and filter by 1-star ratings.
9c04b71bb8db6cf8e743b2290cbc8797,Find a UPS drop-off point near Miami Florida.
9c97bab9c2abfb90a426cbe9addae8d0,Check the details of order 12345 with email 12345@gmail.com.
9c97bab9c2abfb90a426cbe9addae8d0_110325,Track the details of order 12345 with email 12345@gmail.com. My last name is Johnson.
9d090a15c214eb070d9caa8a034d03c1,Find the lowest-priced Student housing near Liverpool International College which has been priced between 100 to 300 pounds and has a private bathroom.
9d09bc948462db032bac98968b11b008,Find NHL events occurring in Boston.
9d46ccb915eff39ee1ae1e7328f5f20d,"Get a quote for the fastest shipping available for 5 lbs with dimensions of 4 inches in length, width, and height from New York, NY 10001, USA to Truckee, California 96162, USA."
9ed3827266b3b804f485859c3d00401e,"If I'm 30, plan to retire at 65, and can save $300/month, with a 3% annual return, 13% current tax rate, and 24% retirement tax rate, show the comparison chart between Traditional and Roth IRA."
9ef1a8972f375db59c0e6329e11b7939,"Find Farms land in Wilkes County, NC with the lowest price."
9f1cba613830ca1c6a58f9498c06e679,"Find a premier real estate agent in St Augustine, FL."
9f1cba613830ca1c6a58f9498c06e679_110325,"Find the most experienced real estate agent in St Augustine, FL, and open his or her profile page."
a0a18ca6a3529f3e97c771aadd42d3a0,"Add a men's T-shirt that is in large size with a stripe pattern, short sleeve, and under the Best Sellers group to the cart."
a0a18ca6a3529f3e97c771aadd42d3a0_110325,"Add the best-selling men's T-shirt in large size, short sleeve, and Halloween event style to my cart."
a11ecdff735b51372d536c866011af6f,Explore courses related to Psychology.
a13e4231a3d6a7000c622c56448d97ba,"Find an Airbnb in Cleveland for three nights. The check-in date is the day after tomorrow. We have 2 adults, 2 kids, and 1 pet. The budget is $100 to $300 per night. Essential amenities include free parking, a washer, and a gym."
a172a5d9ffaf5ef02bd550ec4fe24e6d,Browse the natural products database.
a48e2f1ee8d87eaeea56fe5e730427e6,Pass the first trending chess puzzle.
a5c87cc1c94a090c9a8dc2c8b6a125d0,"Find the SO2 air quality over the past hour for Maine North, County Cork, Ireland."
a69d2934fe54fef165490a5a2d95bf38,Show me recipes for pancakes with wheat and without beetroot.
a6f0434ce6aff5f9b03681241b03ad82,"Find the closing stock price for Tesla on March 17, 2023."
a7a73c8fa75441fc76df9746c327bdd6,Estimate the cost of a photographer in 07055 for a 4-hour project.
a8b9edd598561d2de901864d5f40fe67,Calculate the shipping cost for 4 pound package from Texas to New York.
a96fca87a17d792644e736d1d10d3cbe,"View the pricing plan for 'Business'. Specifically, we have 100 users. We need a 1PB storage quota and a 50 TB transfer quota."
aa4b5cb7114fcc138ade82b4b9716d24,Find an editor's choice review with a score of 10 in the boardgame category on ign.
aafd1fddea1558466ac6133934d35156,"Find a Single-Family House for Rent in Houston, TX with 1 bed."
ab6ee3b83aab6cd283320f5e01003cff,Find the tech specs of the MacBook Pro 16-inch introduced in November 2023.
ade4c09ad3fdb1607209750924cd232f,Compare available plans for the AeroAPI on Flightaware.
afcebfed28bea091d58f49ea6cb8194b,Find the most reviewed gluten-free multivitamins from CVS Health Brand under $15.
b1ce968a361e1088ce8d2ade6c2c9af0,Find young cats in Seattle and show off the newest additions.
b2f4fde2fce122a93c7b578086cb0585,"Find the cheapest hotel + flight + car package from New York to San Francisco, departing tomorrow and returning on the fourth day from departure, for two adults and a six-year-old child. The package should be one room with free breakfast and spa access."
b320c68bffc1f3c7f2a8dc9d5478fb27,"Find a walkthrough for the game ""The Legend of Zelda: Breath of the Wild"" on ign."
b3a7da968de13bbdcaed12ffe4993df6,"Compare the breeds Afghan Hound, Akita and Azawakh."
b3f8bd9198d9d157e0848109563c4b23,"Find a permanent job in Logistics within 20 miles of New York, zip 11005, in the middle-income range for a high school diploma holder."
b4aa7315e31dfcdc52baf7771be260c9,Find the HGX H100 driver for Ubuntu 22.04 on AMD64 CPU.
b64f938af842f6a1b4489d0e49a785a7,Get the frozen vegan cheese pizza between 5 to 10 USD on Target.
b69eb4de621e9e265676daac44938f3f,Find an adult husky near zip code 10019.
b6d10e9bd19b4009a02dea0e98f4e1ae,Check the current standings for MLS on Fox Sports.
b7258ee05d75e6c50673a59914db412e,Find the store location and hours of the closest Gamestop to zip code 90028 and set it as the home store on Gamestop.
b7258ee05d75e6c50673a59914db412e_110325,Find the store location and hours of the closest Trader Joe's to zip code 90028 and set it as my home store.
b7a9a6b5d451164c09bbd27b670bc2ae,"Show me the list of Men's Blazers, Black, Size M on Uniqlo."
b922508886ded315c9835457a6eb43ea,Browse tenured/tenure-track faculty positions in Computer Sciences & Technology in California.
b962927dfe03bf2274a54381127ed433,Find the best-selling vinyl record by an artist from New York City in the classical music genre.
b99c02965196d51e80ac7539e33f335b,Please find graduate-level computer science courses scheduled on Tuesdays starting time from 2:00 to 6:00 PM in the Fall 2023 semester.
ba01ea557b73f864c35ebba0dd6f3cb2,"Find the top-rated hotel in Manhattan, NY, suitable for 4 guests, and identify the fastest public transportation option from the hotel to LGA airport."
ba2a469af584f16da93ce6a7430cf7e5,Search for a beginner’s course in computer science that includes advertisement skills.
bb314cb80f0f8489135cbf59074d11e2,Open the page for the first Best Paper Award video recording of talks from ICLR 2016.
