Factor_1,Factor_2,question
0.5201359971003972,2.8097474049674687,"Common experience dictates that precautions are necessary to use a handgun properly. The recklessness involved in pointing the weapon at another human being under these circumstances, whether it is defective or not, excuses the manufacturer as the struggle was an independent superseding cause."
0.5393258332810338,2.752471296938118,"Because payments alone are insufficient to establish affirmative misconduct, the defendant's partial payments of attorneys' fees, likewise, are insufficient. Furthermore, failing to raise arguments in an administrative due process hearing does not constitute affirmative misconduct absent a showing, by the plaintiff, that the omission was anything more than ""ordinary negligence."""
-0.7743275367307368,2.7489269557193077,"The defendants also object to FACE'S reference to the reactions of listeners. In FACE, ""intimidatfion]"" is defined as that conduct which ""place[s] a person in reasonable apprehension of bodily harm to him- or herself or another."" 18 U.S.C. SS 248(e)(3). The defendants argue that, because this passage makes application of the statute depend on the impact of the communication on its audience, FACE is inherently content-based. I disagree. The ""reasonable apprehension"" language in FACE appears to be a reasonable attempt to limit application of the statute to ""true threats."""
-0.014453567307817437,2.7160855694401875,"The district court properly determined that defendants were entitled to qualified immunity from Campbell's Free Exercise and RLUIPA claims for damages, because defendants' conduct did not violate clearly established law."
-0.011249099926970341,2.7048780186510974,"Under the court's reasoning, virtually any offense that could lead to deportation -- even a minor one committed long before the parent's children were born -- would create such an unstable and uncertain environment as to establish endangerment, subjecting countless immigrants to the potential loss of their children. The court's broad reasoning necessarily applies to citizens as well. Any offense committed by a citizen that could lead to imprisonment or confinement would also apparently establish endangerment, simply because the parent's ability to be present in his children's lives would be uncertain. Our nation's Constitution forbids such a far-reaching interpretation of our parental rights termination statutes."
-0.11010035974171896,2.6703920601519293,"Courts have declined to recognize a state evidentiary privilege when doing so would impose a substantial cost to federal substantive and procedural policy, particularly when a plaintiff would be precluded from pursuing his federal claims."
-0.36480213161331054,2.603125538992118,"Defendant objects to the clerical nature of certain tasks performed by paralegals Sue Wolsfeld, Patti Sullivan, and Dania Richardson, all of which were billed at a $95.00 hourly rate. Clerical tasks should not be billed at senior associate or paralegal rates."
0.9968106998617482,2.585986238306162,We decline Chase's invitation to conflate the two transfers made by Lee in the refinancing transaction and treat them as one for purposes of applying the earmarking defense. To do so would ignore what actually occurred in the transaction and disregard the Bankruptcy Code's plain meaning.
-0.07819580925426149,2.5521048698537037,"In short, this Magistrate Judge sees no reason to revisit the holdings in Wyss and Iacampo regarding RICRA when those holdings are based on an interpretation of state law which appears consistent with general view of the statute as expressed by the state supreme court."
-0.011067791920031335,2.551686505250646,.Many of the cases address how to remedy inadequate or defective repairs.
0.18207170432732692,2.5433786897489443,". The appellant's assignment of error challenges only the validity of the initial seizure and does not independently contest what happened afterward. Additionally, to the extent that he attempts in the argument portion of his brief to contest the officer's act of ordering him to return to his vehicle, this argument is without merit."
-0.4601124829012696,2.510915110551933,There is no indication the plaintiffs seek disqualification as a litigation tactic or to harass the Cotters.
1.0191708666636596,2.4892920032067134,"In general, ""[v]alid contracts are property, whether the obligor be a private individual, a municipality, a state, or the United States."""
-0.20256601071547453,2.4626171402625916,WCSPA thus has at most two years to challenge the denial of its motion to intervene before its challenge becomes moot. Both the Supreme Court and this court have held that two years is too short in duration for a case to be fully litigated.
0.09729873941380938,2.453280217000017,"Marble also contends that the statute did not define the phrase ""living in the household"" and that, therefore, it could have conceivably applied to a parent exercising non-custodial visitation rights. However, because Marble did not raise these statutory construction arguments in his brief, we decline to address the merits of the arguments here."
0.8018140953728035,2.407511307339291,"In other words, they apply to a myriad of decisions made by political or taxing subdivisions or their agencies. So our adoption of reasonableness as a basis for judicial review of a unilateral annexation decision is also consistent with our preference for specific rules over general ones."
-0.00893557450738643,2.4014645121314993,"P 17 Robles argues that Nash is distinguishable from Hauss because Nash committed his crime and was sentenced before Hauss was decided. But the result in Nash was not based on those procedural facts, our supreme court has continued to follow Nash, and we are bound by its decisions."
-0.8567319679785123,2.3980147312286757,". Although the MCCA provides for a hearing by parties challenging an eligibility determination, the Sellers did not ask for a hearing. This fact, however, is not fatal to their SS 1983 claim."
-1.5759945829462116,2.393112676128322,"As the district court explained, the United States is immune from suit for mone tary relief unless a statute waives immunity."
1.143994752278954,2.3925953724246525,"However, at least one other Circuit has concluded that erroneous admission of evidence in violation of Rule 701(c) is, like other erroneous evidentiary rulings, reviewed under the ""harmless error"" standard. Moreover, we have consistently held that erroneous evidentia-ry rulings, including rulings regarding expert testimony, are reviewed under the ""harmless error"" standard."
0.13421185928712956,2.362089748677691,"In raising a securities claim under these provisions, a claimant must plead an actionable misstatement with particularity under Rule 9(b). Where allegations concern an omission, the complaint must also plead facts indicating a duty to disclose. The claimant, however, need not plead, nor even prove for that matter, scienter to state a claim for violations of SSSS 12(F) and 12(G)."
-0.7048795482273769,2.351086194737435,"The court conducted a full hearing outside the presence of the jury in which it allowed the defendant to argue against the offer of proof and, after considering the parties' arguments, determined that the probative value of the prior misconduct evidence outweighed its prejudicial tendency. Moreover, any prejudice was minimized by the court's limiting instruction to the jury on the proper use of the misconduct evidence."
-0.6615117968293598,2.3483277523449013,"Petitioner was never arrested, imprisoned, or detained. He and his wife have traveled into and from Kenya without difficulty. To bolster his asylum claim, Patel testified to various events, and the most recent occurred in 1997. The record shows that Petitioner and his family have been the victim of several crimes, but such generalized lawlessness normally does not constitute persecution."
-0.42109376760307565,2.3000640552008718,"The survival of prior case law would not, however, make the otherwise agreed language in the statute superfluous; it would merely narrow its scope. The otherwise agreed in writing language would only apply to cases where no decree has been issued or where the decree declared that the agreement shall survive the decree."
0.017566639639468105,2.294199784178932,"Because this statement was a factual, and not a legal, conclusion, it was admissible under Rule 704. Kapina's statement that Cash Today was an artifice or scheme to defraud is more problematic, however, because it comes much closer to embodying an impermissible legal conclusion."
-0.16619998124381694,2.260630389877883,"While not the holding of the case, such language strongly implies that a passing reference to a party's death in a document that was not filed for the purpose of notifying the litigants of the death is not sufficient to start the ninety-day time period set forth in rule 1.260(a)(1). Federal courts hold similarly."
0.14541048887887212,2.2603468774758904,Defendants contend that the above claim for damages is inconsistent with proof of actual loss as required in legal malpractice actions.
-0.12652697572276905,2.2520999865218574,". Although we conclude infra that Marcantel is entitled to qualified immunity because he relied on Tarver's statements, that reliance does not make an otherwise unconstitutional arrest lawful."
-0.7061143717199536,2.2378049094221213,"Although appellant contends that the exclusionary rule is the usual and, in this instance, only effective way to enforce the treaty's requirement, this and other circuits have held in recent years that an exclusionary rule is typically available only for constitutional violations, not for statutory or treaty violations."
-1.3858444050106553,2.2262468650036635,The individual voter plaintiffs may be harmed by the issuance of this stay. But we find that this harm does not outweigh the other three factors.
-0.33879975627525366,2.222530068792864,"If the cireumstances warrant, however, a court will stay its case pending resolution of independent proceedings which bear upon the case."
0.36009372267537326,2.217024769105626,"Appellee concedes the error but contends that the issue is not cognizable on direct appeal in light of appellant's failure to contemporaneously object to the mistake at the sentencing hearing. We disagree. Sentencing errors, not involving a factual dispute, which produce an illegal sentence and are apparent from the record may be raised on appeal without a contemporaneous objection."
-1.375233563552492,2.2107498667931558,"We are unpersuaded by Vonneida's contention that evidence of his 24-year old conviction was unfairly prejudicial. With respect to its age, ""[t]he legislative history of Rule 414 reveals that Congress meant its temporal scope to be broad, allowing the court to admit evidence of Rule 414 acts that occurred more than 20 years before trial."""
0.41720452304345396,2.2054919093084133,"The right of access to the courts, if it has constitutional grounding, probably stems from the Fourteenth Amendment's Due Process or Equal Protection Clauses. A liberal reading of Boswell's complaint uncovers another claim, however -- that of a First Amendment violation of the sort prohibited by this court's Muhammad opinion."
-0.06666707348089332,2.184990708638388,"In addition, the record indicates that Taylor has served three prior prison terms; that he was on misdemeanor probation when he committed the present felony offense; and that he previously violated a misdemeanor probation."
0.6623028455850061,2.183709638570521,"When the policy means to refer to defense costs ... it expressly does so, avoiding the confusion that is [the insurer's] downfall here""). In other words, IICNA's ""plain language"" argument fails."
0.463422230128757,2.164809830439734,"In an attempt to do so, the Lorenzens base subject matter jurisdiction on 28 U.S.C. SS 1346. As a matter of law, this will not do. Sovereign immunity is not waived by a statute of general jurisdiction."
-0.24489806984987064,2.162891436437875,There is no indicated preference for one course over another. Refusal on the part of defendant to withdraw the plea and proceed to trial does not entitle him or her to specific performance of the original plea agreement.
0.4292173643250779,2.1623501912479317,"To the extent that the majority opinion can be construed to suggest that counsel's investigation into some aspects of potential mitigation eliminated the need to thoroughly investigate all reasonably available avenues of mitigation--including such things as life-history mitigation and a mental health evaluation (for which the court had already allocated funds, which went unused)--I note that such a proposition is at odds with the holdings of this Court as well as those of the United States Supreme Court."
-0.6645231206891491,2.1601892576117514,"The first argument is quickly disposed of. First, criminal facilitation in Tennessee requires the government to show that the underlying crime actually occurred."
0.26286774554411996,2.1568132317502218,"Our ruling in Denno was based on a theme reiterated through much of our caselaw- -- in assessing whether a governmental decision maker is a final policy maker, we look to whether there is an actual ""opportunity"" for ""meaningful"" review."
-0.023966519652772543,2.1320649119998527,"The same holds true for his prior convictions for pointing a firearm at another person and possessing a firearm after a felony conviction. By claiming as a defense that he was in the wrong place at the wrong time, Robertson placed his state of mind at issue for the charged firearms offenses."
-0.2708373146239848,2.127307072090401,"Because plaintiff knew about her 1996 performance appraisal score in early 1997, when it was issued to her , any discrimination claim Burnett had would ae-crue at that time."
0.5710028273560122,2.0626523739850353,"Indeed, the United States Supreme Court has held that the United States Constitution prohibits the federal government from commandeering a state legislature or a state executive and making them foot soldiers in the creation and enforcement of federal law."
-0.28089001395153174,2.0613128978841684,. An example of the additional type of bias evidence that is required would be evidence that the hearing examiner stood to benefit financially from the result that was reached.
-1.4450279461693323,2.058275813526154,"This court has not interpreted ""national origin"" so narrowly as to provide protections only to individuals who were born outside the United States."
-0.39906487759982934,2.0270861902765023,"Although one year is not an insignificant period of time, we are not persuaded that it is so long as to bar the newspapers from intervening. Indeed, ""[n]umerous courts have allowed third parties to intervene in cases . . . involving delays measured in years rather than weeks."""
1.4638397259387572,2.021096443063205,"Thus, ""the standard for recusal followed by most Supreme Court justices who had previously served as United States Attorney General was whether their involvement in a case involved more than a mere pro forma relationship."" This standard has also been followed by state judges sitting in other jurisdictions."
0.44687380246112063,2.0195752839016956,"Moreover, as long as PSIs are not publicly released, press coverage of sentencings will necessarily be incomplete, and the public will learn only part of the reason for a given sentence. This lack of information may lead to public confusion and misunderstandings, as when the public knows the facts of the crime and hears the victim-impact statement, but never learns the mitigating factors reported in the PSI."
1.1853405548361449,2.006870108869161,"Consequently, there was insufficient evidence to demonstrate that appellant was entitled to a self-defense instruction."
0.07863597476911062,2.0029299984579905,"Because of this mandate, the suspension or rescission of a noncustodial parent's visitation rights is a grave matter and one not to be entered into lightly."
-0.45006571887875896,2.001685376085957,"In the course of our discussion of the trial court's inherent authority to effectuate its prior judgments more than four months after judgment has been rendered, we also expressly noted that ""courts have inherent power to change or modify their own injunctions that is not limited by SS 52-212a . . . ."" (Citation omitted.)"
-0.2463826485640543,1.9872496938658637,We did not suggest that merely setting forth a prima facie case of alienage based on circumstantial evidence of foreign birth shifts the burden of persuasion to the respondent. We specifically discussed the government's burden of establishing alienage as a precondition to the burden-shifting presumption.
-0.6095626675472126,1.9860233474148614,"The public records concerning the property on which the failed cattle operation was rooted, as well as the property itself, are in Bryan County. The overwhelming amount of documentary and testimonial evidence has close physical proximity not to this Court, which is situated approximately 350 miles from Bryan County, but to the Oklahoma state court."
-0.33676503585199014,1.979371616387793,"Reference to a defendant's invocation of his right to silence and his right to counsel implicates the ""integrity of the grand jury proceedings,"" Commonwealth v. Freeman, supra, and justifies further inquiry. There is no doubt that Waterfield's testimony regarding Mathews's silence and his request for counsel was improper."
0.6459351198914594,1.978612612265896,"It is a possessory lien attaching to the seized personal property to pay the judgment debt. The conception of the execution levy as a possessory lien is consistent with case law in Michigan which repeatedly refers to the execution by levy as an ""execution lien."""
-0.545883181433942,1.9642835651935868,"To determine the contours of the relevant claim, we need to establish which of Frazier's petitions -- his Rule 32 petition presented to the Alabama courts or his habeas petition, along with the expanded record, presented to the district court -- we must review. In short, we review the former and may not consider the latter."
0.20791639054011024,1.938316715224414,"Contrary to the Court's approach, the purposes of the Rule, not dictionary definitions, have guided courts in construing this term of art. For instance, the Court's assumption that ""disclosure"" does not occur when a party seeking to utilize information is already in legitimate possession of it is belied by ""the well settled rule that a witness is not entitled to a copy of his grand jury testimony on demand, even though he obviously was present in the grand jury room during the receipt of evidence, since a rule of automatic access would expose grand jury witnesses to potential intimidation"" by making it possible for those with power over the witness to monitor his or her testimony. Brief for United States 26, n. 20 (emphasis added)."
-0.09231056495999844,1.9182644442171501,Authority from other jurisdictions also supports the basic proposition that ignorance of the law should not constitute excusable neglect for inmates or criminal defendants under K.S.A. 2015 Supp. 22-3210(e)(2).
-0.48268613748513567,1.8981907252999124,"Finally, I find no case law which precludes law enforcement officers from resorting to an appropriate prophylactic SOP in circumstances which pose particularly serious safety risks either to the traveling public or the law enforcement officers themselves. Instead, there is considerable authority to the contrary."
0.29417542854222617,1.8806956988606858,"(Brosnan Aff. UTI2, 4.) It is well-settled that both traffic safety and aesthetics are substantial governmental goals."
-0.5732949243582068,1.8632687828636352,"A habeas petition is considered pending during one full round of state review, which in California includes petitions filed in Superior Court, the Court of Appeal, and the Supreme Court."
0.07535658611204542,1.8556109063447146,"Many courts that have addressed this issue have concluded that "" 'mere legal error' is insufficient to support a finding of ethical misconduct."" We note that the majority of cases cited by both petitioner and the commission concerning judicial misconduct based on legal error resulted from multiple instances of misconduct and involved more than a single litigant."
-0.46581073613136426,1.8526562092955716,There is no dispute that the IDEA required the implementation of the final decision of the SEHO.
-0.23516665739759582,1.8520892784928833,"Such a minimal imposition does not trigger constitutional due process protection. The D.C. Circuit explained almost thirty years ago that ""matters involving a few dollars or less"" do not trigger due process."
-1.66779553301669,1.8483057446600222,"As a general rule, a statutory change will not moot a dispute unless it cures the problems that led to the suit."
-0.42251553077698667,1.8401452139070407,"We disagree. Mr. Abernathy is correct that, under the law-of-the-case doctrine, courts ordinarily would refuse to reconsider arguments presented in a SS 2255 motion that were raised and adjudicated on direct appeal."
1.121354429608624,1.8093360358767911,"This is especially true in Florida where it is improper for courts to look beyond the face of a conviction to determine whether the conviction is for a crime involving dishonesty. Page, 449 So.2d at 816. Instead, the dishonesty must appear on the face of the conviction, such that an element of the crime reflects dishonesty."
-0.49985239684951094,1.8023938217179791,"Therefore, the real issue in this case is not which state's dead man's statute might apply but whether I should apply Maryland's dead man statute; that is, the question is whether Maryland courts would categorize Maryland's dead man's statute as procedural (requiring that it apply in this case) or substantive (permitting its non-application in this case, as the substantive law of Connecticut applies). It seems safe to say, if presented with the question, Maryland would consider the history of the dead man's statute, its own precedent, and the musings of other courts and treatises to determine whether a dead man's statute should ordinarily be characterized as procedural or substantive. If required to decide the issue, I would conclude that the Maryland Court of Appeals more likely than not would determine the statute to be procedural and thus apply the state dead man's statute to all cases tried in Maryland, notwithstanding the application of the substantive law of another state."
-0.5978129177847019,1.7936947311675753,"There is nothing to suggest in the treatment or amplification of ""Go November"" that the voter featured at the end is casting the dispositive vote, while ""Swing Vote"" revolves around the premise that Bud's vote will determine the outcome of the election. Therefore, though both works conclude with a single voter casting a ballot, the expression of that idea is very different."
-0.1923812284426095,1.7920775061173784,"Moreover, even if the underlying tort must be a common-law tort, workplace actions that amount to sexual or racial harassment can and frequently do constitute common-law torts."
-0.27438031399986657,1.7884595559170984,"In particular, the court has subjected jury instructions plagued by constitutional error to harmless-error analysis."
-1.7078485159869103,1.782948380796802,"We agree with the district court that the comments of the United States Attorney to the victim during the lineup to ""take her time"" were unwise."
-0.3982113192710356,1.78204134176141,"Averments (1), (2), and (4) are too ""conclusory and lacking in specific facts"" to provide a basis for opposing Smith's motion."
-0.345057847663575,1.7664021329828623,"It has long been held that, in a jury trial, private, intentional communications and/or contacts between jurors and witnesses are generally improper, and convictions in such cases are subject to reversal unless the contacts are proven to be nonprejudicial to the defendant. Such contacts raise fundamental concerns on whether the jury would reach their verdict based solely upon the evidence presented at trial or whether it would be improperly influenced by the inappropriate contacts."
-0.08655469509727236,1.7623877650214181,"Contrary to taxpayers' contention, the notice of deficiency was valid because it was sent to taxpayers' last known address."
-0.7700285736855216,1.7541329051204924,"Defendants argue that a challenge to the adequacy of testing may implicate labeling issues since additional testing might disclose the need for further warnings. The court, however, is unwilling to read FIFRA's preemption so broadly, particularly in light of the presumption against preemption which counsels a narrow construction of preemption' provisions."
0.08211667712644408,1.7339140157712982,"Absent the government, however, Intervenors must now, and for the first time, establish Article III standing."
0.7222840199857249,1.7208071750846032,"Nor is there any evidence that Bratt caused the destruction or loss of the tape or that its destruction or loss was undertaken in bad faith. No inference of bad faith would arise from the destruction of the tape pursuant to routine policy after the conclusion of a criminal case, particularly in view of the fact that plaintiff apparently never sought the tape while it was in the defendants' possession."
2.2024049422023757,1.707600414676071,". At oral argument on the summary judgment motion, Medeiros intimated that Amendment 3 and Regulation 15.18 infringe upon his fundamental right to pursue the livelihood or occupation of his choosing: in this case, lob-stering. Both for equal protection and substantive due process purposes, however, see infra Section II.B, it is well settled that no such fundamental right exists, and that legislation or regulation impinging upon such a right therefore is subject only to ""rational basis"" review, rather than ""strict scrutiny."""
-0.8851368226315233,1.7034490457447842,"NEPA regulations direct the agency to consider the degree of adverse effect on a species, not the impact on individuals of that species."
-0.891830756880907,1.6909316575449196,"Our review of the record reveals that the testimony was not prejudicial in light of the overwhelming evidence of appellant's guilt. We are convinced, therefore, that any possible error was harmless beyond a reasonable doubt."
0.3160763961645284,1.6740274575494167,"The FDPA and the Constitution require that the defendant receive adequate notice of the aggravating factor, ..., not notice of the specific evidence that will be used to support it."
-0.1840752903446703,1.6597466946748314,Washington's motion may be more properly construed as a Wis. Stat. SS 974.06 postconviction motion.
-0.28768888262409614,1.6481044969720502,"But more importantly, Insty*Bit predates the Supreme Court's opinion in TrafFix. The appellate decisions since TrafFix that discuss functionality in the context of trade dress claims analogous to those asserted by Honeywell here consistently show that a mere combination of functional components with nondescript or common colors, shapes, and configurations does not meet the requisite standards. While the Groeneveld and Eppendorf opinions specifically discuss evidence of the functions served by the design elements at issue, they are decisions overturning jury determinations of nonfunctionality, i.e. they were rendered after jury trials in' which both sides presented evidence."
0.4451136688358389,1.645630377672463,It is not at all clear whether there lies a private right of action under either rule.
-0.9062482714858152,1.6354611904715832,(Defs.' Mem. in Supp. of Defs.' Mot. 1; Pis.' Resp. to Defs.' Mot. 6.) This amount is neither apologetically large nor astonishingly small.
1.5241047816347342,1.6307017256030776,The First Amendment protects ideas and the freedom to express them.
0.5339933638871809,1.6298296015096367,"However, this case did not turn on a finding that Herrera's impairments were not severe at step two; rather, the ALJ concluded that Herrera was not disabled because, despite his severe impairments, he retained the residual functional capacity to do other work. Therefore, the ALJ's failure to assess the severity of Herrera's anxiety or learning impairments at step two is not a basis for remand."
-0.2876061543845918,1.6240128232199238,"This test of a school's capacity to implement a student's IEP, however, is limited to facts uncovered by a parent prior to rejecting the placement option. It does not permit litigants to establish a substantive violation based on facts discovered for the first time at an IHO hearing."
-0.17935614108796533,1.613884616458173,This circuit has awarded attorney's fees pursuant to Fla. Stat. SS 627.428 in a number of marine insurance contract disputes.
-0.6923568530096795,1.6030186710824315,"Turning more specifically to the issue before the Court, on a motion for judg ment on the pleadings, as with motions to dismiss pursuant to Rule 12(b), the Court is not strictly limited to the facts addressed in the pleadings; the Court may take judicial notice of additional facts where appropriate."
-0.29449553493315433,1.5912304434629105,"We may not, therefore, add terms not present in the easement, as Bluebonnet's and Petro-Guard's conten tion would require. See Am. Mfrs."
0.010363304052319725,1.5906534790930285,"The court need not go through a detailed summary of Dierker's assertions, as he presents no additional theories having any legal merit. Particularly fatal to his position is that all of his arguments fail to address one important point: that he too was convicted, with finality on direct appeal of a crime involving willful dishonesty and fraud."
-0.7231605218264783,1.5761538860627993,"We reject this argument as unpersuasive for reasons similar to those given by the Magistrate Judge and District Court. We have held, and both the Magistrate Judge and District Court assumed, that a prisoner's civil rights case may be heard on the merits notwithstanding the failure to file a DC-ADM 804 grievance under certain limited circumstances."
-0.8538000155881913,1.5711951343200388,"White also argues that the district court failed to make an explicit finding that the post-September 2005 transactions (that is, the uncharged conduct) constituted relevant conduct for the purposes of loss. We have said that the relevant-conduct determination should be expressly stated by the district court during the hearing. But we have also said that we will not reverse a sentence on this basis ""where it is clear from the record that the district court considered and adopted the facts recited in the presentence report, as well as the government's reasoning concerning the significance of those facts in establishing the defendant's responsibility for uncharged conduct."""
-0.15116219131091665,1.5628168959749547,"The Equal Protection Clause of the Fourteenth Amendment originated in the post-Civil War era when Congress purposely intended to resolve lingering racial inequalities from disparate application of state laws; it is an instrument by which the federal government may correct official discrimination at the state, commonwealth, or territorial level."
-0.21869094951607643,1.555657890788127,"Although that regulation is not dispositive of the issue before us, it offers a significant insight into the Attorney General's view that the relevant documents remain confidential. In our view, the Attorney General's regulatory expression of the importance of confidentiality weighs very heavily, but not conclusively, in the balancing process."
-1.035158238669841,1.5522018468679042,"""Under Georgia law, offenses merge and multiple punishment is prohibited if one offense is included in the other as a matter of law or fact."" (Punctuation omitted.) A defendant ""may be prosecuted for both [statutory] rape and child molestation based upon the same conduct, but he may not be convicted of both."" (Punctuation omitted.)"
-0.7097554856307821,1.5496378962296204,Neither this court nor the Supreme Court have extended the open fields doctrine to anything beyond observation searches.
-0.40467344767605984,1.541243457282435,". The only item that had traveled in interstate or foreign commerce in this case was the China-manufactured cell phone he used to take the images, but Ruggiero does not appear to contend that SS 2251(a) is unconstitutional as applied to him for lack of a sufficient nexus to foreign commerce. If he does, we reject that contention."
0.02076031052537314,1.538725667911874,"Nor has Codding-ton's counsel done so on appeal. Quite to the contrary and to his credit, he candidly acknowledges that no case law supports the requirement of a written waiver. Br. for Appellee at 48. And Supreme Court precedent regarding the standard for effective assistance of counsel has long resisted such unyielding rules in this area."
-1.0008372796827831,1.525018026542821,"All of this contradictory case law points out that, regardless of whether a constitutional violation occurred when Turcotte temporarily seized and read Barstow's letter to his attorney, all Defendants are entitled to qualified immunity."
-0.5184439813882393,1.524071497027881,"Nor is ""an official's mere presence when promises are made [sufficient to] establish that he or she possessed actual knowledge that such promises were in fact made."" Because the ratifying party must manifest her knowing acceptance of the specific contract at issue, ratification cannot be inferred from a plaintiffs prior dealings with the same government agency."
0.04361167021712741,1.5239300920180936,. Appellant cites to several cases in this jurisdiction where we found error in the giving of instructions that permitted a non-unanimous verdict. All are distinguishable from the present case in that they each involved two separate incidents chargeable as two separate offenses.
0.17609111982174294,1.503805691273045,"Defenses at 4-5; Def.'s Post-Trial Brief at 2-7, 13.) The burden is on Northam to establish non-conformity."
-1.8274359839938952,1.503540691077363,"We do not conclude that the State did not have the burden of proving the requisite culpability, and the judge charged the jury that it did. The difficulty in this case, unlike others, is that we deal facially with a ruling concerning the admissibility of evidence, not with the failure to give a diminished capacity instruction to the jury based on the evidence admitted."
-0.8166362683221349,1.5023525226853112,"Additionally, seven of our sister circuits have addressed similar questions concerning statutorily mandated benefits. ""Every regional circuit to address the question ... has concluded that applicants for benefits, no less than benefits recipients, may possess a property interest in the receipt of public welfare entitlements."""
-1.1127425404267979,1.4974562511681226,"""[S]everal state courts have held that the Fourth Amendment is not violated by a search of the grounds or outbuildings within a residence's curtilage where a warrant authorizes a search of the residence."""
1.264265578364038,1.4863449928552157,"Appellant argues that he was the subject of an unreasonable seizure when, after being issued the written warning for speeding, he was further detained and subjected to Baxley's additional questioning and the drug dog sniff. Appellant's claim is premised on the principle that an investigative detention should last no longer than necessary to effectuate the purpose of the stop."
-0.03166513530551642,1.47974703462162,"On appeal, San Martin has not made these arguments, and therefore has waived them."
0.22650192359141483,1.477450492872045,"The exact nature of Leonard's conduct is instead a disputed issue of material fact, and our legal analysis need not consider the merits of that dispute. ""It is firmly settled that under our Constitution the public expression of ideas may not be prohibited merely because the ideas are themselves offensive to some of their hearers."""
-0.5910156683440454,1.4693890453711902,"Yet, under the bankruptcy court's reading of Section 5, an employer could prevent the creation of a trust simply by refusing to segregate the funds resulting from the tax withholdings. Nothing in Section 5 indicates that the Massachusetts Legislature wanted the debtor's whim to dictate the extent of protection afforded the Commonwealth's treasury, and I decline to interpret the statute as condoning such an anomalous result."
0.0995039366981413,1.4579379935417636,".In Tang, the working conditions complained of included inter alia being placed on administrative leave and being relocated within the building. There is a First Amendment distinction, however, between complaints about these types of working conditions, which are not protected and complaints about fellow employees' official misconduct, which are protected."
1.069594755005768,1.4560011298661326,"In this case, no one other than Deatherage was between the owners and the workers. The owners very rarely went to the job sites so if Deatherage was not a supervisor, the workers would be almost completely unsupervised."
-1.1735392123182107,1.4381909699639697,"It is undisputed that Adams threatened each of his six carjacking victims with a gun. We must therefore determine whether sufficient evidence existed from which the jury could have determined that Adams's threats were actual rather than empty, and that they were indicative of his conditional intent to seriously harm or kill his victims. We think making this determination must require, at the least, a showing that Adams could have carried out his threats to harm his victims."
-0.4101293879646292,1.435730351265016,". Other circuits have accepted the target analysis, particularly where a fraud is perpetrated on a regulator for the purpose of defrauding a .protected class."
