Factor_1,Factor_2,question
-0.35441905804496565,0.141871852113598,"Description: The mark ""Kold and Kreamy"" for milkshakes."
-0.5810308816345789,0.4876116200187425,"Description: The mark ""Lanbe"" for custom wallets."
-0.8503076057062846,0.2804563492304178,"Description: The mark ""Lotus"" for software."
-0.6145921572569302,0.1758802468123391,"Description: The mark ""Madak"" for a printing company."
-1.1314854012484372,0.14999308621297705,"Description: The mark ""Mask"" for cloth that you wear on your face to filter air."
-0.9002408933304433,0.22596531413802526,"Description: The mark ""Membles"" for a literature oriented magazine."
-0.14028645568634443,-0.17428276513225632,"Description: The mark ""Microsoft"" for small computers."
-0.11267576438204194,-0.20555903414540017,"Description: The mark ""Monitor"" for a digital display."
-0.6330585820652228,0.11038098774430181,"Description: The mark ""Moodle"" for an internet search engine."
-1.2876765566406403,0.7959040820844081,"Description: The mark ""Nekmit"" for a line of wedding rings."
0.5127894753128409,-0.21997912333955003,"Description: The mark ""Netflix"" for an online streaming service."
-1.3645630866446232,0.8090235051703818,"Description: The mark ""Oamp"" for baseball bats."
-0.65099029254778,0.07476785559755891,"Description: The mark ""Old Crow"" for whiskey."
-0.4951493587910822,-0.021136037003821963,"Description: The mark ""Orange Crush"" for fruit flavored soda."
-0.7704071550679359,-0.007675293654626252,"Description: The mark ""Oxygen"" for a line of pillows."
0.08559328633551855,-0.1959147895606391,"Description: The mark ""Party Time!"" for an event planning service."
-1.7147806642104144,0.5254104122152413,"Description: The mark ""Pen"" for writing implements which use ink."
-0.3163816138183993,-0.28078887443613454,"Description: The mark ""Penguin Appliances"" for air conditioning manufacturer."
-1.105750042109111,0.37003450863978976,"Description: The mark ""Penguin"" for a bus service."
-0.9210937804227245,-0.07095422818379327,"Description: The mark ""Pictures"" for a photography service."
-0.8721304880028206,0.29095350372904605,"Description: The mark ""Popcorn"" for microwavable snacks."
-1.0524374577341462,-0.0006670179448361989,"Description: The mark ""Public Eye"" for a weekly tabloid publication."
-0.10800381607101169,0.03831496724224923,"Description: The mark ""Quick Green"" for grass seed."
0.12965007851936272,0.19022837083431499,"Description: The mark ""QuickClean"" for towels."
-0.9698627459181066,0.21968251609233316,"Description: The mark ""Reloto"" for soda."
-0.7433228370751688,0.1893150039527346,"Description: The mark ""Roach Motel"" for insect traps."
-0.6420559492147029,0.003505737834161506,"Description: The mark ""Sahara"" for an ice cream seller."
-0.7234398925556847,0.33487629265894536,"Description: The mark ""Sast"" for salad dressing."
-0.5275434208020149,0.14939931051999056,"Description: The mark ""Seventeen"" for magazines targeted at teenagers."
-0.3448139225753494,-0.17396885611014776,"Description: The mark ""Shark"" for a custom t-shirt maker."
1.1841837304828295,-0.7447539520452656,"Description: The mark ""Sharp"" for televisions."
-0.6880257351690541,0.5762553256516688,"Description: The mark ""Shell"" for gas stations."
-0.26805583864377075,-0.01919514680521234,"Description: The mark ""Smooth"" for keyboards."
-0.6354429534754507,0.4310575830045857,"Description: The mark ""Soft"" for pillows."
-0.44112903348436416,0.5972353940330674,"Description: The mark ""Speedy"" for a bus service."
-0.7960319253831787,0.09019241349188743,"Description: The mark ""Sun"" for computers."
-0.9248813231806235,0.5195125340218754,"Description: The mark ""Tape"" for adhesive materials."
-0.8301577677081746,0.4344116515387979,"Description: The mark ""Telephone"" for a portable device you can use to call people."
-0.14610475726964983,0.3378933920841111,"Description: The mark ""TidePool"" for treehouse manufacturing company."
-0.06004201907038317,-0.1738868936403024,"Description: The mark ""Trim"" for nail clippers."
-0.4955331182950144,0.13554280058517235,"Description: The mark ""Unique Haircuts"" for a hair salon."
-0.33016411293164355,-0.033470628025941744,"Description: The mark ""Vit"" for a video conferencing service."
-0.9291506532177919,0.31424586615114625,"Description: The mark ""Watch"" for an Apple smartwatch."
-0.7937491835559904,0.4830918133535321,"Description: The mark ""Whatpor"" for an online shopping service."
0.11598685549236781,0.038138610114794295,"Description: The mark ""Whirlpool"" for an oven."
-0.96040272625043,0.49773673667611923,"Description: The mark ""Wohold"" for gasoline."
-1.2133127953358473,0.7224419075909956,"Description: The mark ""Yoddles"" for a chocolate candy."
-0.8635598179573937,0.6575672481468955,"Description: The mark ""Yuteal"" for cleaning wipes."
-0.12978932079403097,0.15741973385298438,Description: The mark “Balto” for a television streaming service.
-1.4430607381804073,0.6540079680730011,Description: The mark “Salt” for packages of sodium chloride.
0.7500709286585885,-0.5023921069680217,Description: The mark “Sharp” for a television.
-0.18416933894978005,-0.2928310568992491,"Official title of bill: A bill to address the disparate impact of climate change on women and support the efforts of women globally to address climate change, and for other purposes.
Official summary of bill: Women and Climate Change Act of 2019

This bill addresses climate change and its effects on women and girls.

Specifically, the bill establishes the Federal Interagency Working Group on Women and Climate Change within the Department of State. The bill outlines the functions of the working group, including the coordination of agencies' policies and activities relating to (1) combating the effects of climate change on women, and (2) improving the government's response to and strategy for climate change.

In addition, the Office of Global Women's Issues of the State Department must submit a strategy to prevent and respond to the effects of climate change on women.
Company name: IDACORP, Inc.
Company business description: IDACORP is subject to the provisions of the Public Utility Holding Company Act of 2005, which provides the Federal Energy Regulatory Commission (FERC) and state utility regulatory commissions with access to books and records and imposes record retention and reporting requirements on IDACORP.  Idaho Power is an electric utility engaged in the generation, transmission, distribution, sale, and purchase of electric energy and capacity and is regulated by the state regulatory commissions of Idaho and Oregon and by the FERC. Idaho Energy Resources Co. (IERCo), a joint venturer in Bridger Coal Company (BCC), which mines and supplies coal to the Jim Bridger generating plant owned in part by Idaho Power. IDACORP's other notable subsidiaries include IDACORP Financial Services, Inc. (IFS), an investor in affordable housing and other real estate investments, and Ida-West Energy Company (Ida-West), an operator of small hydroelectric generation projects that satisfy the requirements of the Public Utility Regulatory Policies Act of 1978 (PURPA). "
-1.7183582329026017,0.6765285599659937,"Official title of bill: A bill to address the high cost of prescription drugs.
Official summary of bill: Transparent Drug Pricing Act of 2019

This bill establishes several requirements relating to the prices of prescription drugs.

For example, state Medicaid drug-use review programs must require pharmacists to disclose an individual's out-of-pocket cost for a prescription drug, and the price without health insurance, at the point-of-sale. Additionally, health insurers must publish the co-payment amount for each covered prescription drug prior to the annual open-enrollment period.

The bill also temporarily prohibits the retail list price of drugs and biologics from exceeding the lowest retail list price among Canada, France, the United Kingdom, Japan, or Germany.
Company name: Aerie Pharmaceuticals, Inc.
Company business description: We are an ophthalmic pharmaceutical company focused on the discovery, development and commercialization of first-in-class therapies for the treatment of patients with open-angle glaucoma, retinal diseases and other diseases of the eye. Our strategy is to successfully commercialize our U.S. Food and Drug Administration (""FDA"") approved product, Rhopressa® (netarsudil ophthalmic solution) 0.02% (""Rhopressa ® Rocklatan TM has a Prescription Drug User Fee Act (""PDUFA"") goal date of March 14, 2019. TM (named Rhokiinsa® and Roclanda TM, respectively, in Europe) for regulatory approval in Europe and Japan and expect to commercialize on our own in Europe and likely partner for commercialization of their equivalents in Japan, if approved. We are also focused on furthering the development of our preclinical molecules and technologies focused on retinal diseases and expect to have two preclinical implants, AR-1105 and AR-13503, commence clinical trials in 2019. Further, we are screening our owned library of Rho kinase (""ROCK"") inhibitors for indications beyond glaucoma.  Rhopressa® is a once-daily eye drop designed to reduce elevated intraocular pressure (""IOP"") in patients with open-angle glaucoma or ocular hypertension. The active ingredient in Rhopressa ®, netarsudil, is an Aerie-owned ROCK inhibitor. We believe that Rhopressa® represents the first of a new drug class for reducing IOP in patients with glaucoma in over 20 years. Early indications point to healthcare professionals prescribing Rhopressa® as a concomitant therapy to prostaglandins or non-PGA (prostaglandin analog) medications when additional IOP reduction is desired. We believe Rhopressa® is primarily competing with other non-PGA products, due to its targeting of the diseased trabecular meshwork (""TM""), its demonstrated ability to reduce IOP at consistent levels across tested baselines, its preferred once-daily dosing relative to other currently marketed non-PGA products and its safety profile. Adjunctive therapies currently represent nearly one-half of the glaucoma prescription market in the United States, according to IQVIA. We believe that Rhopressa® may also become a preferred therapy where PGAs are contraindicated, for patients who do not respond to PGAs and for patients who choose to avoid the cosmetic issues associated with PGA products.  We launched Rhopressa® in the United States at the end of April 2018. Rhopressa® is now being sold to national and regional U.S. pharmaceutical distributors, and patients have access to Rhopressa® through pharmacies across the United States. In the glaucoma market in the United States, approximately half of the dispensed volumes are covered under commercial plans and half under Medicare Part D. We have obtained formulary coverage for Rhopressa® for approximately 90% of lives covered under commercial plans and approximately 40% of lives covered under Medicare Part D plans. We expect Medicare Part D Tier 2 equivalent coverage to increase to over 70% by the end of the first quarter of 2019.  Our advanced-stage product candidate, Rocklatan TM, is a once-daily fixed-dose combination of Rhopressa® and latanoprost, the most commonly prescribed drug for the treatment of patients with open-angle glaucoma. We believe, based on our clinical data, that Rocklatan TM has the potential to provide a greater IOP-reducing effect than any currently marketed glaucoma medication. Therefore, we believe that Rocklatan TM, if approved and formulary coverage is obtained, could compete with both PGA and non-PGA therapies and become the product of choice for patients requiring maximal IOP reduction, including those with higher IOPs and those who present with significant disease progression despite using currently available therapies.  We submitted a New Drug Application (""NDA"") for Rocklatan TM to the FDA in May 2018 under Section 505(b)(2) of the Federal Food, Drug and Cosmetic Act (the ""FDCA""), which provides for an abbreviated approval pathway, since Rocklatan TM is a fixed dose combination of two FDA-approved drugs in the United States. In July 2018, we announced that the NDA was accepted for review by the FDA and the PDUFA goal date was set for March 14, 2019.  Our strategy also includes developing our business outside the United States, including obtaining regulatory approval in Europe and Japan on our own for Rhopressa® and Rocklatan TM. If we obtain regulatory approval, we currently expect to commercialize Rhopressa® and Rocklatan TM in Europe on our own, and likely partner for commercialization of their equivalents in Japan."
0.10367685202392087,0.37186423530954754,"Official title of bill: A bill to allow State manufacturing extension partnerships to award grants to small- and medium-sized manufacturers for the purpose of training new workers to replace departing experienced workers.
Official summary of bill: Retain Innovation and Manufacturing Excellence (RIME) Act of 2019

This bill directs the Department of Commerce to establish a pilot grant program to help eligible manufacturers retain retiring employees for up to 90 days for the purpose of transferring job-specific skills and training to other employees.
Company name: Foot Locker, Inc.
Company business description: Business General Foot Locker, Inc., incorporated under the laws of the State of New York in 1989, is a leading global retailer of athletically inspired shoes and apparel . A s of February 3, 2018 , the Company operat ed 3,310 primarily mall-based stores, as well as stores in high-traffic urban retail areas and high streets, in the United States, Canada, Europe, Australia, and New Zealand. "" Information regarding sales, operating results, and identifiable assets of the Company by business segment and by geographic area is contained under the Segment Information note in ""Item 8. Merchandise Purchases Financial information concerning merchandise purchases is contained under the ""Liquidity"" section in ""Item 7."
-1.6886800517736826,0.9589639695638418,"Official title of bill: A bill to allow reciprocity for the carrying of certain concealed firearms.
Official summary of bill: Constitutional Concealed Carry Reciprocity Act of 2019 This bill allows a qualified individual to carry a concealed handgun into or possess a concealed handgun in another state that allows its residents to carry concealed firearms.

A qualified individual must (1) be eligible to possess, transport, or receive a firearm under federal law; (2) carry a valid photo identification document; and (3) carry a valid state-issued concealed carry permit, or be eligible to carry a concealed firearm in his or her state of residence.
Company name: Sturm, Ruger & Co., Inc.
Company business description: Overview Sturm, Ruger & Company, Inc. and Subsidiary (the ""Company"") is principally engaged in the design, manufacture, and sale of firearms to domestic customers. The Company's design and manufacturing operations are located in the United States and almost all product content is domestic.  The Company primarily offers products in three industry product categories – rifles, pistols, and revolvers. The Company's firearms are sold through independent wholesale distributors, principally to the commercial sporting market.  The Company manufactures and sells investment castings made from steel alloys and metal injection molding (""MIM"") parts for internal use in the firearms segment and has minimal sales to outside customers. The Company presently manufactures firearm products, under the ""Ruger"" name and trademark, in the following industry categories: Rifles  Most firearms are available in several models based upon caliber, finish, barrel length, and other features.  A rifle is a long gun with spiral grooves cut into the interior of the barrel to give the bullet a stabilizing spin after it leaves the barrel. Net sales of rifles by the Company accounted for $243.0 million, $264.9 million, and $208.5 million of total net sales for the years 2017, 2016, and 2015, respectively.  A pistol is a handgun in which the ammunition chamber is an integral part of the barrel and which typically is fed ammunition from a magazine contained in the grip. Net sales of pistols by the Company accounted for $176.2 million, $250.0 million, and $192.2 million of revenues for the years 2017, 2016, and 2015, respectively.  A revolver is a handgun that has a cylinder that holds the ammunition in a series of chambers which are successively aligned with the barrel of the gun during each firing cycle. To fire a single-action revolver, the hammer is pulled back to cock the gun and align the cylinder before the trigger is pulled. To fire a double-action revolver, a single trigger pull advances the cylinder and cocks and releases the hammer. Net sales of revolvers by the Company accounted for $74.6 million, $104.9 million, and $113.3 million of revenues for the years 2017, 2016, and 2015, respectively.  The Company also manufactures and sells accessories and replacement parts for its firearms. Net sales attributable to the Company's casting operations (excluding intercompany transactions) accounted for $4.6 million, $5.9 million, and $6.2 million, for 2017, 2016, and 2015, respectively. The Company produces one model of pistol, all of its revolvers and most of its rifles at the Newport, New Hampshire facility. Some rifle models and two pistol models are produced at the Mayodan, North Carolina facility.  Many of the basic metal component parts of the firearms manufactured by the Company are produced by the Company's castings segment through processes known as precision investment casting. The Company believes that investment castings and MIM parts provide greater design flexibility and result in component parts which are generally close to their ultimate shape and, therefore, require less machining than processes requiring machining a solid billet of metal to obtain a part.  Through the use of investment castings and MIM parts, the Company endeavors to produce durable and less costly component parts for its firearms.  All assembly, inspection, and testing of firearms manufactured by the Company are performed at the Company's manufacturing facilities. Every firearm, including every chamber of every revolver manufactured by the Company, is test-fired prior to shipment. "
-1.332773534763702,0.6888688199043063,"Official title of bill: A bill to amend XVIII of the Social Security Act to ensure more timely access to home health services for Medicare beneficiaries under the Medicare program.
Official summary of bill: Home Health Care Planning Improvement Act of 2019

This bill allows Medicare payment for home health services ordered by a nurse practitioner, a clinical nurse specialist, a certified nurse-midwife, or a physician assistant. Currently, coverage is provided only for services ordered by a physician.
Company name: LHC Group, Inc.
Company business description: our participation in the Medicare and Medicaid programs;  the reimbursement levels of Medicare and other third-party payors;  • the prompt receipt of payments from Medicare and other third-party payors; •  the outcomes of various routine and non-routine governmental reviews, audits and investigations; •  our compliance with environmental, health and safety laws and regulations; • our compliance with health care laws and regulations; • our compliance with Securities and Exchange Commission laws and regulations and Sarbanes-Oxley requirements; •  the impact of federal and state government regulation on our business;  • that the required stockholder approvals of the proposed transaction with Almost Family, We provide post-acute health care services to patients through our home nursing agencies, hospice agencies, community-based services agencies, and long-term acute care hospitals (""LTACHs""). As of December 31, 2017, through our wholly- and majority-owned subsidiaries, equity joint ventures and controlled affiliates, we operated 442 service providers in 27 states within the continental United States. We operate in four segments: home health services, hospice services, community-based services, and facility-based services.  Our home health service locations offer a wide range of services, including skilled nursing, medically-oriented social services and physical, occupational, and speech therapy. The nurses, home health aides, and therapists in our home health agencies work closely with patients and their families to design and implement individualized treatment plans in accordance with a physician-prescribed plan of care. As of December 31, 2017, we operated 318 home health service locations, of which 159 are wholly-owned by us, 153 are majority-owned by us through equity joint ventures, three are under license lease arrangements, and the operations of the remaining three locations are managed by us.  Our hospices provide end-of-life care to patients with terminal illnesses through interdisciplinary teams of physicians, nurses, home health aides, counselors, and volunteers. We offer a wide range of services, including pain and symptom management, emotional and spiritual support, inpatient and respite care, homemaker services, and counseling. As of December 31, 2017, we operated 91 hospice locations, of which 45 are wholly-owned by us, 44 are majority-owned by us through equity joint ventures, and two are under license lease arrangements.  Our community-based service locations offer assistance with activities of daily living to elderly, chronically ill, and disabled patients. Our LTACH locations provide services primarily to patients with complex medical conditions who have transitioned out of a hospital intensive care unit but whose conditions remain too severe for treatment in a non-acute setting. We operated 11 LTACHs with 15 locations, of which all but one are located within host hospitals. As part of our facility-based services segment, we also own and operate two pharmacies, a family health center, a rural health clinic, and two physical therapy clinics. Of these 21 facility-based services locations, eight are wholly-owned by us, 12 are majority-owned by us through equity joint ventures, and one is managed by us.  (""Merger Sub""), a wholly owned subsidiary of the Company, providing for a ""merger of equals"" business combination of the Company and Almost Family. On February 22, 2018, we issued a joint press release with Almost Family announcing that the waiting period under the Hart-Scott-Rodino Antitrust Improvements Act of 1976 (""HSR Act""), with respect to the proposed Merger, has expired, satisfying one of the important conditions to the Merger.  The Merger is expected to close on April 1, 2018, subject to the approval of both companies' stockholders and the satisfaction of other customary closing conditions. Our objective is to become the leading provider of home health, hospice, community-based services, and LTACHs in the United States."
-1.1936407221565746,-0.30919161751507923,"Official title of bill: A bill to amend the Children's Online Privacy Protection Act of 1998 to strengthen protections relating to the online collection, use, and disclosure of personal information of children and minors, and for other purposes.
Official summary of bill: This bill extends to minors (ages 12–16) privacy protections previously applicable only to children (ages 0–12) and otherwise establishes greater online privacy protections for children and minors.

Specifically, the bill prohibits an operator of a website, online service, online application, or mobile application directed to a child or minor with constructive knowledge the user is a child or minor from collecting the user's personal information without

 providing notice and obtaining consent, providing a parent or minor with certain information upon request, conditioning participation by a user on the provision of personal information, establishing and maintaining reasonable procedures to protect the personal information collected from users. The bill also prohibits targeted marketing directed to a child or directed to a minor without the minor's consent.

The bill further outlines a set of principles governing how operators should collect and use personal information, as well as provide information to a parent or minor. A parent or minor must be able to challenge the accuracy of personal information, and an operator must provide for the erasure or correction of inaccurate personal information. Operators must also implement mechanisms for the erasure or elimination of personal information at the request of users and make users aware of such mechanisms.

Moreover, the bill prohibits the sale of internet-connected devices targeted to children and minors unless they meet certain cybersecurity and data security standards, and it requires manufacturers of such devices to display a privacy dashboard detailing how personal information is collected and used.
Company name: Acacia Communications, Inc.
Company business description: Our mission is to deliver high-speed coherent optical interconnect products that transform communications networks, relied upon by cloud infrastructure operators and content and communication service providers, through improvements in performance and capacity and reductions in associated costs. By implementing optical interconnect technology in a silicon-based platform, a process we refer to as the siliconization of optical interconnect, we believe we are leading a disruption that is analogous to the computing industry's integration of multiple functions into a microprocessor. Our products fall into three product groups: embedded modules, pluggable modules and semiconductors. Our embedded module and pluggable module product groups consist of optical interconnect modules with transmission speeds ranging from 100 to 1,200 gigabits per second, or Gbps, for use in long-haul, metro and inter-data center markets. Our semiconductor product group consists of our low-power coherent digital signal processor application-specific integrated circuits, or DSP ASICs, and our silicon photonic integrated circuits, or silicon PICs, which are either integrated into our embedded and pluggable modules or sold to customers on a standalone basis for integration into internally developed or other merchant modules. We are also developing a 400ZR module that will expand our pluggable module product group, and enable inter-data center transmission capacity of 400 Gbps in the same compact pluggable form factors used for 400G client optics, including QSFP-DD and OSFP. Our modules perform a majority of the digital signal processing and optical functions in optical interconnects and offer low power consumption, high density and high speeds at attractive price points. Through the use of standard interfaces, our modules can be easily integrated with customers' network equipment. The advanced software in our modules enables increased configurability and automation, provides insight into network and connection point characteristics and helps identify network performance problems, all of which increase flexibility and reduce operating costs.  Our modules are rooted in our low-power coherent DSP ASICs and/or silicon PICs, which we have specifically developed for our target markets. Our coherent DSP ASICs and silicon PICs are manufactured using complementary metal oxide semiconductor, or CMOS. CMOS is a widely-used and cost-effective semiconductor process technology. Using CMOS to siliconize optical interconnect technology enables us to integrate increasing functionality into our products, benefit from higher yields and reliability associated with CMOS, capitalize on regular improvements in CMOS performance and density, and reduce costs. Our use of CMOS also enables us to use outsourced foundry services rather than requiring custom fabrication to manufacture our products. In addition, our use of CMOS and CMOS-compatible processes enables us to take advantage of the technology, manufacturing and integration improvements driven by other computer and communications markets that rely on CMOS.  Our engineering and management teams have extensive experience in optical systems and networking, digital signal processing, large-scale ASIC design and verification, silicon photonic design and integration, system software development, hardware design and high-speed electronics design. This broad expertise in a range of advanced technologies, methodologies and processes enhances our innovation, design and development capabilities, and has enabled us, and we believe will continue to enable us, to develop and introduce state-of-the-art optical interconnect modules, coherent DSP ASICs and silicon PICs. In the course of our product development cycles, we engage with our customers as they design their current and next-generation network equipment in order to gauge current and future market needs.  We sell our products through a direct sales force to leading network equipment manufacturers, network operators and cloud service providers. Industry Background Growing Demand for Bandwidth and Network Capacity Global Internet Protocol, or IP, traffic is projected to more than triple from 4.1 exabytes per day in 2017 to 13.2 exabytes per day in 2022, representing a projected 26% compound annual growth rate, or CAGR, according to Cisco's Visual Networking Index: Forecast and Trends, 2017-2022, dated November 2018, or the VNI Report. This projected rapid growth in IP traffic is the result of several factors, including: •  Over the last decade, the proliferation of new technologies, applications, Web 2.0-based services and Internet-connected devices has led to increasing levels of Internet traffic and congestion and the need for greater bandwidth. Video traffic, in particular, is growing rapidly, and placing significant strains on network capacity. The VNI Report estimates that by 2022, video traffic will represent 82% of all global consumer IP traffic, forecast to be 293 exabytes per month in 2022, up from 77 exabytes per month in 2017. According to the 2 VNI Report, from 2017 to 2022, video traffic and all global consumer IP traffic are expected to increase by projected 34% and 31% CAGRs, respectively. "
